plinder_pdb	plinder_chain	casf_pdb	casf_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
5dmf	5dmf_A	4mgd	4mgd__chain1	98.3	100.0	99.2	236	236	236	1.1e-165	451.0
5dn3	5dn3_A	3e5a	3e5a__chain0	99.6	100.0	100.0	265	265	265	2.55e-199	538.0
5dog	5dog_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
5dos	5dos_A	3e5a	3e5a__chain0	98.1	99.6	99.2	263	259	265	7.19e-193	521.0
5dp0	5dp0_A	4mgd	4mgd__chain1	97.0	100.0	99.2	234	229	236	4.2399999999999996e-159	434.0
5dpv	5dpv_A	3myg	3myg__chain0	98.0	99.6	99.6	256	257	252	2.56e-187	507.0
5dpz	5dpz_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dq1	5dq1_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dq2	5dq2_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dr0	5dr0_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dr1	5dr1_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dr2	5dr2_A	3uo4	3uo4__chain0	99.6	99.6	98.9	263	264	266	1.2099999999999999e-197	534.0
5dr6	5dr6_A	3myg	3myg__chain0	98.4	99.2	99.6	255	257	252	2.56e-187	507.0
5dr7	5dr7_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5dr9	5dr9_A	3myg	3myg__chain0	98.4	99.2	99.6	255	257	252	2.56e-187	507.0
5drj	5drj_B	2p15	2p15__chain1	100.0	99.6	99.6	241	242	242	8.78e-175	474.0
5drm	5drm_A	2p15	2p15__chain1	99.2	99.6	99.2	240	239	242	5.04e-171	464.0
5dt0	5dt0_A	3e5a	3e5a__chain0	98.1	99.6	99.2	263	259	265	7.19e-193	521.0
5dt6	5dt6_A	1syi	1syi__chain0	56.9	97.8	100.0	262	267	259	3.46e-101	290.0
5dtb	5dtb_A	3gbb	3gbb__chain0	60.2	98.1	99.2	259	264	255	4.05e-115	325.0
5dtv	5dtv_B	2p15	2p15__chain1	98.8	99.6	99.2	240	238	242	1.9699999999999998e-170	463.0
5du5	5du5_A	2qe4	2qe4__chain0	97.6	90.9	100.0	210	231	207	1.91e-142	390.0
5due	5due_B	2p15	2p15__chain1	99.6	99.2	99.6	241	242	242	2.41e-172	468.0
5dug	5dug_A	4mgd	4mgd__chain1	98.7	100.0	98.7	234	234	236	5.89e-165	449.0
5duh	5duh_A	4mgd	4mgd__chain1	98.3	100.0	99.2	236	236	236	1.1e-165	451.0
5dvr	5dvr_A	2wtv	2wtv__chain0	38.2	64.9	93.2	254	387	264	3.84e-50	163.0
5dvs	5dvs_A	4mgd	4mgd__chain1	98.7	100.0	98.3	232	231	236	1.74e-163	445.0
5dvv	5dvv_B	2qe4	2qe4__chain1	93.6	91.0	98.5	202	210	204	9.059999999999999e-128	352.0
5dwe	5dwe_A	4mgd	4mgd__chain1	98.3	98.3	99.2	234	236	236	3.69e-164	447.0
5dwg	5dwg_A	2qe4	2qe4__chain0	98.1	91.1	100.0	207	225	207	8.319999999999999e-140	384.0
5dwi	5dwi_A	4mgd	4mgd__chain1	97.9	100.0	99.2	234	232	236	2.12e-162	442.0
5dwj	5dwj_A	4mgd	4mgd__chain1	97.9	100.0	99.2	234	231	236	1.01e-162	443.0
5dwl	5dwl_A	2yfe	2yfe__chain0	96.7	99.6	98.9	270	271	264	3.71e-182	495.0
5dx4	5dx4_A	3p5o	3p5o__chain0	100.0	98.4	97.6	124	126	127	6.98e-95	263.0
5dxk	5dxk_A	4mgd	4mgd__chain1	99.1	100.0	99.2	234	234	236	2.14e-167	455.0
5dxm	5dxm_A	4mgd	4mgd__chain1	99.1	100.0	99.2	234	234	236	2.14e-167	455.0
5dxp	5dxp_B	4mgd	4mgd__chain1	97.4	100.0	98.7	233	230	236	3.11e-159	434.0
5dxq	5dxq_A	2qe4	2qe4__chain0	98.1	91.6	100.0	208	227	207	8.06e-143	391.0
5dxr	5dxr_A	4mgd	4mgd__chain1	99.1	100.0	99.6	235	235	236	1.34e-168	458.0
5dy8	5dy8_A	4mgd	4mgd__chain1	98.3	100.0	99.6	235	233	236	8.03e-165	448.0
5dyb	5dyb_B	2p15	2p15__chain1	97.1	99.6	99.2	240	234	242	2.1000000000000003e-164	447.0
5dyd	5dyd_A	2qe4	2qe4__chain0	98.1	91.6	100.0	207	225	207	6.11e-142	389.0
5dyu	5dyu_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5dyx	5dyx_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5dz0	5dz0_A	4mgd	4mgd__chain1	98.3	100.0	99.6	236	236	236	1.1e-165	451.0
5dz1	5dz1_B	2p15	2p15__chain1	100.0	99.6	99.2	240	241	242	1.6999999999999999e-174	473.0
5dz3	5dz3_B	2p15	2p15__chain1	98.3	99.6	99.6	241	238	242	1.0900000000000001e-167	456.0
5dzc	5dzc_A	3ag9	3ag9__chain0	40.6	34.4	87.1	281	816	319	6.270000000000001e-72	232.0
5dzh	5dzh_A	4mgd	4mgd__chain1	98.7	99.6	99.6	235	235	236	2.14e-165	450.0
5dzi	5dzi_B	2p15	2p15__chain1	99.6	100.0	99.2	240	239	242	8.71e-172	466.0
5e0r	5e0r_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
5e0w	5e0w_B	2qe4	2qe4__chain0	98.1	90.9	100.0	209	230	207	5.49e-144	394.0
5e0x	5e0x_B	2qe4	2qe4__chain0	98.1	90.9	100.0	209	230	207	1.29e-142	391.0
5e14	5e14_A	4mgd	4mgd__chain1	98.3	100.0	99.2	234	232	236	9.000000000000001e-164	446.0
5e19	5e19_B	2p15	2p15__chain1	98.8	99.6	99.2	240	238	242	1.9699999999999998e-170	463.0
5e1c	5e1c_B	2p15	2p15__chain1	100.0	99.6	99.2	240	241	242	1.6999999999999999e-174	473.0
5e2i	5e2i_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
5e4j	5e4j_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
5e4t	5e4t_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
5e9i	5e9i_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5e9k	5e9k_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5e9l	5e9l_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5e9m	5e9m_A	3p5o	3p5o__chain0	35.8	89.7	83.5	106	116	127	1.57e-17	66.6
5ebt	5ebt_B	4kzq	4kzq__chain1	91.5	22.8	100.0	47	206	47	9.04e-28	93.6
5ecg	5ecg_A	5a7b	5a7b__chain0	94.4	99.0	100.0	196	192	196	2.4499999999999998e-139	380.0
5ee8	5ee8_A	4de2	4de2__chain0	41.4	94.0	95.0	249	265	260	5.63e-61	187.0
5eg3	5eg3_A	3k5v	3k5v__chain0	40.3	92.1	90.6	278	302	286	2.78e-69	211.0
5egr	5egr_A	1r5y	1r5y__chain0	99.4	99.7	100.0	362	362	361	2.86e-265	713.0
5egv	5egv_A	2qe4	2qe4__chain0	98.1	90.4	100.0	208	229	207	1.45e-141	388.0
5ehj	5ehj_B	2p15	2p15__chain1	97.1	99.6	99.2	240	234	242	7.010000000000001e-163	444.0
5ehm	5ehm_A	3gbb	3gbb__chain0	60.5	96.9	98.0	253	261	255	7.269999999999999e-115	324.0
5ehs	5ehs_B	3gbb	3gbb__chain0	60.5	98.1	98.0	253	258	255	4.5699999999999995e-115	324.0
5ehv	5ehv_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5ehw	5ehw_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5ei1	5ei1_A	4mgd	4mgd__chain1	97.9	100.0	98.7	234	232	236	2.4700000000000003e-161	439.0
5ei5	5ei5_A	1e66	1e66__chain0	100.0	99.6	100.0	532	534	532	0.0	1108.0
5eia	5eia_A	1e66	1e66__chain0	59.7	98.9	99.8	533	538	532	5.48e-246	679.0
5eic	5eic_A	3p5o	3p5o__chain0	33.3	90.3	79.5	102	113	127	5.05e-18	67.8
5eih	5eih_A	1e66	1e66__chain0	59.7	98.9	99.8	533	538	532	5.48e-246	679.0
5eit	5eit_B	4mgd	4mgd__chain1	98.7	99.1	98.7	233	235	236	2.14e-165	450.0
5es1	5es1_A	2br1	2br1__chain0	34.5	80.6	95.6	264	304	272	2.66e-47	154.0
5et4	5et4_A	1o0h	1o0h__chain0	98.4	100.0	100.0	124	124	124	3e-88	246.0
5ew8	5ew8_B	3k5v	3k5v__chain0	41.9	91.7	89.2	267	290	286	5.9699999999999995e-68	207.0
5ezr	5ezr_A	3ag9	3ag9__chain0	40.6	35.0	87.1	281	803	319	1.0000000000000001e-71	231.0
5ezv	5ezv_A	1nvq	1nvq__chain0	34.9	57.0	94.3	258	442	264	2.49e-43	147.0
5f03	5f03_A	4crc	4crc__chain0	40.9	97.9	97.5	242	242	237	2.38e-59	181.0
5f0a	5f0a_A	3ag9	3ag9__chain0	40.6	34.6	87.1	281	811	319	5.830000000000001e-72	232.0
5f5r	5f5r_A	2fxs	2fxs__chain0	46.4	88.4	94.4	207	225	213	1.74e-54	167.0
5fbx	5fbx_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
5fdx	5fdx_B	3k5v	3k5v__chain0	41.4	97.4	87.8	268	274	286	1.78e-65	200.0
5fe0	5fe0_A	3p5o	3p5o__chain0	39.8	92.7	81.1	103	109	127	1.19e-23	82.0
5fe1	5fe1_A	3p5o	3p5o__chain0	39.8	93.5	81.1	103	108	127	1.1499999999999999e-23	82.0
5fe2	5fe2_A	3p5o	3p5o__chain0	39.8	94.4	81.1	103	107	127	1.5699999999999997e-23	81.6
5fe3	5fe3_A	3p5o	3p5o__chain0	39.6	95.4	83.5	106	109	127	2.1e-24	84.0
5fe4	5fe4_A	3p5o	3p5o__chain0	39.8	93.5	81.1	103	108	127	1.1499999999999999e-23	82.0
5fe5	5fe5_A	3p5o	3p5o__chain0	39.8	93.5	81.1	103	108	127	1.1499999999999999e-23	82.0
5fe8	5fe8_A	3p5o	3p5o__chain0	39.8	93.5	81.1	103	108	127	1.1499999999999999e-23	82.0
5fet	5fet_A	3ag9	3ag9__chain0	41.3	33.3	83.4	269	802	319	1.89e-66	217.0
5fjv	5fjv_A	2ymd	2ymd__chain7	30.9	90.3	90.2	188	207	205	1.75e-28	100.0
5flr	5flr_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5fm2	5fm2_A	3k5v	3k5v__chain0	41.3	96.8	91.6	271	277	286	1.8800000000000002e-71	215.0
5fm3	5fm3_A	3k5v	3k5v__chain0	41.3	95.7	91.6	271	280	286	1.47e-71	216.0
5fnh	5fnh_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
5fnk	5fnk_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5fnl	5fnl_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5fnm	5fnm_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
5foq	5foq_B	1e66	1e66__chain0	59.7	99.3	99.8	533	534	532	6.68e-246	678.0
5fp5	5fp5_A	2fvd	2fvd__chain0	92.6	100.0	98.9	282	264	284	2.21e-186	506.0
5fp6	5fp6_A	2xnb	2xnb__chain0	93.9	100.0	98.6	294	278	296	9.95e-201	543.0
5fpf	5fpf_A	4kzq	4kzq__chain0	100.0	100.0	98.8	159	159	161	2.6000000000000003e-122	335.0
5fpg	5fpg_A	4kzq	4kzq__chain1	100.0	22.4	97.9	46	205	47	3.49e-30	99.8
5fpp	5fpp_A	1e66	1e66__chain0	59.5	98.0	99.8	533	540	532	3.93e-244	674.0
5fqj	5fqj_A	4de2	4de2__chain0	56.8	97.0	98.8	257	265	260	8.89e-99	283.0
5fqk	5fqk_A	4de2	4de2__chain0	56.6	97.3	98.5	256	263	260	5.47e-97	279.0
5fth	5fth_C	2al5	2al5__chain0	96.5	99.6	99.2	258	255	260	1.38e-181	493.0
5fti	5fti_A	2al5	2al5__chain0	98.1	99.2	100.0	260	262	260	1.5299999999999999e-189	513.0
5g01	5g01_A	4jsz	4jsz__chain0	96.1	99.6	100.0	257	258	257	2.85e-190	514.0
5g03	5g03_A	4jsz	4jsz__chain0	95.7	100.0	100.0	257	257	257	1.93e-190	515.0
5g15	5g15_A	3e5a	3e5a__chain0	99.6	99.6	99.6	264	265	265	1.47e-198	536.0
5g3j	5g3j_A	3b5r	3b5r__chain0	50.6	99.2	100.0	247	248	247	6.799999999999999e-91	262.0
5g5w	5g5w_A	3b5r	3b5r__chain0	50.6	99.6	100.0	247	247	247	6.55e-91	262.0
5g6v	5g6v_A	2xnb	2xnb__chain0	55.2	90.9	95.9	286	308	296	2e-107	308.0
5ghy	5ghy_B	4de2	4de2__chain0	42.5	98.4	97.7	254	256	260	2.14e-69	208.0
5ghz	5ghz_B	4de2	4de2__chain0	42.5	98.4	97.7	254	256	260	2.14e-69	208.0
5gim	5gim_A	2zda	2zda__chain0	100.0	93.3	96.6	28	30	29	1.3e-16	58.2
5glb	5glb_A	4de2	4de2__chain0	58.8	95.9	98.8	257	268	260	7.01e-99	284.0
5gnx	5gnx_B	2wbg	2wbg__chain0	51.6	98.2	99.1	444	449	443	1.1000000000000001e-156	445.0
5gny	5gny_A	2wbg	2wbg__chain0	51.8	98.4	99.1	444	448	443	3.7300000000000004e-157	446.0
5gnz	5gnz_C	2wbg	2wbg__chain0	51.8	98.7	99.1	444	447	443	1.2700000000000002e-157	447.0
5grn	5grn_A	3pyy	3pyy__chain0	38.7	97.9	98.1	282	286	265	2.2199999999999998e-67	204.0
5gtn	5gtn_A	2yfe	2yfe__chain0	97.8	99.6	100.0	270	271	264	4.7200000000000006e-185	502.0
5gtr	5gtr_A	2p15	2p15__chain0	97.9	100.0	99.2	240	236	242	2.37e-166	452.0
5h8f	5h8f_B	1syi	1syi__chain0	34.9	78.5	88.0	232	284	259	4.18e-39	131.0
5h8h	5h8h_B	1vso	1vso__chain0	35.1	77.7	87.2	225	283	243	4.13e-38	128.0
5h8n	5h8n_B	1vso	1vso__chain0	34.8	78.4	88.1	227	283	243	1.6100000000000001e-37	127.0
5h8q	5h8q_B	1vso	1vso__chain0	34.8	77.7	86.8	224	282	243	4.3400000000000005e-37	125.0
5h8s	5h8s_C	2al5	2al5__chain0	99.6	98.9	100.0	260	263	260	9.99e-193	521.0
5hco	5hco_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5hcz	5hcz_A	3mss	3mss__chain0	37.0	82.7	95.8	262	300	264	6.100000000000001e-56	176.0
5hd4	5hd4_A	3e92	3e92__chain0	48.4	97.7	95.4	341	347	349	1.25e-108	315.0
5hd7	5hd7_A	3e92	3e92__chain0	48.1	97.7	95.4	341	347	349	4.05e-107	311.0
5hdr	5hdr_A	2wvt	2wvt__chain1	100.0	99.8	100.0	439	440	439	0.0	931.0
5hez	5hez_B	4jia	4jia__chain0	99.0	100.0	97.0	291	291	300	8.53e-220	592.0
5hf9	5hf9_A	1gpk	1gpk__chain0	58.5	99.6	99.8	530	530	529	4.33e-240	663.0
5hfa	5hfa_A	1e66	1e66__chain0	58.2	99.6	99.8	533	533	532	3.11e-239	661.0
5hhw	5hhw_A	3pyy	3pyy__chain0	39.9	89.2	95.5	273	306	265	2.1399999999999998e-67	205.0
5hi2	5hi2_A	3mss	3mss__chain0	32.6	95.1	93.9	258	247	264	1.08e-36	124.0
5hib	5hib_A	3mss	3mss__chain0	38.5	82.8	95.8	265	314	264	1.06e-57	181.0
5hic	5hic_A	3mss	3mss__chain0	36.9	82.5	95.8	263	302	264	9.140000000000001e-56	175.0
5hid	5hid_B	3k5v	3k5v__chain0	31.9	99.6	93.0	279	269	286	4.860000000000001e-35	121.0
5hie	5hie_A	4hge	4hge__chain0	31.1	92.6	93.7	280	258	286	4.78e-28	102.0
5hjp	5hjp_A	2qe4	2qe4__chain1	33.5	80.5	84.3	176	215	204	2.2800000000000002e-21	81.6
5hnb	5hnb_A	1pxn	1pxn__chain0	39.2	84.8	93.2	301	342	294	3.53e-65	202.0
5hph	5hph_A	2fxs	2fxs__chain0	46.4	41.3	94.4	207	482	213	1.77e-51	167.0
5hq0	5hq0_A	2xnb	2xnb__chain0	67.2	99.0	96.6	290	292	296	3.48e-140	391.0
5hq5	5hq5_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
5hq6	5hq6_A	3p5o	3p5o__chain0	100.0	100.0	98.4	125	125	127	1.16e-95	265.0
5hq7	5hq7_A	3p5o	3p5o__chain0	100.0	100.0	98.4	125	125	127	5.73e-96	265.0
5hrn	5hrn_A	3zsx	3zsx__chain0	96.6	100.0	99.3	148	148	149	3.94e-107	295.0
5hrp	5hrp_A	3ao4	3ao4__chain1	92.6	97.8	100.0	136	139	133	2.61e-88	247.0
5hrr	5hrr_A	3ao4	3ao4__chain1	92.0	97.9	100.0	137	140	133	1.35e-88	248.0
5hrs	5hrs_A	3ao4	3ao4__chain1	91.9	97.8	100.0	136	139	133	1.51e-87	245.0
5hti	5hti_A	3pyy	3pyy__chain0	40.7	87.2	92.8	258	290	265	2.32e-62	192.0
5hyk	5hyk_A	3b1m	3b1m__chain0	62.2	100.0	98.5	262	255	260	1.19e-115	326.0
5hzc	5hzc_A	3fur	3fur__chain0	99.6	100.0	98.4	252	251	256	6.2999999999999994e-176	478.0
5i00	5i00_A	3gc5	3gc5__chain0	99.5	99.7	100.0	369	370	368	7.120000000000001e-272	730.0
5i02	5i02_A	3gc5	3gc5__chain0	95.4	99.2	100.0	369	356	368	8.25e-256	689.0
5i03	5i03_A	1s38	1s38__chain0	97.3	99.2	100.0	365	359	364	1.02e-258	696.0
5i06	5i06_A	1s38	1s38__chain0	96.2	99.2	100.0	365	355	364	6.53e-254	684.0
5i07	5i07_A	3rr4	3rr4__chain0	96.8	98.9	100.0	372	368	368	1.3e-262	707.0
5i0b	5i0b_A	2br1	2br1__chain0	31.3	83.7	89.7	249	289	272	7.470000000000001e-26	97.1
5i2k	5i2k_B	1syi	1syi__chain0	34.9	77.7	88.0	232	287	259	4.5299999999999997e-39	131.0
5i2n	5i2n_B	1vso	1vso__chain0	35.1	77.7	87.2	225	283	243	4.13e-38	128.0
5i46	5i46_H	1mq6	1mq6__chain0	39.0	94.5	100.0	241	254	233	5.88e-65	196.0
5i57	5i57_A	1vso	1vso__chain0	34.7	78.0	86.8	225	282	243	6.09e-37	125.0
5i5r	5i5r_A	2wvt	2wvt__chain1	100.0	99.8	100.0	439	440	439	0.0	931.0
5i7x	5i7x_A	3p5o	3p5o__chain0	36.9	80.2	65.4	84	101	127	5.18e-10	46.6
5i8a	5i8a_A	4hge	4hge__chain0	36.4	84.1	80.8	247	270	286	1.86e-44	145.0
5i9v	5i9v_A	3k5v	3k5v__chain0	40.8	88.9	88.5	260	279	286	5.28e-66	201.0
5i9w	5i9w_A	3qgy	3qgy__chain0	42.2	91.0	98.8	244	267	245	2.9e-66	200.0
5ict	5ict_A	1syi	1syi__chain0	57.3	97.8	100.0	262	267	259	6.02e-102	291.0
5iev	5iev_A	4eor	4eor__chain0	96.6	99.6	99.7	293	284	294	3.29e-207	560.0
5iex	5iex_A	4eor	4eor__chain0	96.9	99.6	99.7	293	285	294	2.9300000000000003e-208	563.0
5iey	5iey_A	4eor	4eor__chain0	97.3	99.7	99.7	293	286	294	7.500000000000001e-209	564.0
5ig6	5ig6_A	3p5o	3p5o__chain0	47.5	86.1	75.6	99	115	127	6.149999999999999e-28	93.2
5ih7	5ih7_A	1e66	1e66__chain0	100.0	99.6	100.0	532	534	532	0.0	1108.0
5imx	5imx_A	4qd6	4qd6__chain0	40.4	91.0	93.9	245	266	244	1.8400000000000002e-58	180.0
5ipz	5ipz_B	4jsz	4jsz__chain0	33.8	98.0	98.1	263	256	257	2.28e-31	110.0
5is4	5is4_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5isj	5isj_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
5iso	5iso_C	1nvq	1nvq__chain0	34.9	58.7	94.3	258	429	264	2.7000000000000003e-43	146.0
5ita	5ita_A	3k5v	3k5v__chain0	32.0	96.8	89.5	266	250	286	9.85e-37	125.0
5ivq	5ivq_A	1eby	1eby__chain0	100.0	100.0	100.0	99	99	99	8.539999999999999e-74	207.0
5ivr	5ivr_A	1eby	1eby__chain0	100.0	100.0	100.0	99	99	99	8.539999999999999e-74	207.0
5iys	5iys_A	3acw	3acw__chain0	32.7	88.7	90.8	260	283	284	1.27e-40	136.0
5j5f	5j5f_F	4qac	4qac__chain3	100.0	99.5	99.5	212	213	213	2.27e-158	430.0
5j5g	5j5g_B	3u8k	3u8k__chain0	100.0	95.9	100.0	209	218	209	3.84e-155	422.0
5j5h	5j5h_E	4qac	4qac__chain2	100.0	100.0	99.0	206	206	208	7.6e-154	418.0
5j5i	5j5i_G	3u8k	3u8k__chain0	100.0	96.3	98.6	206	214	209	2.2e-153	417.0
5j5s	5j5s_A	3k5v	3k5v__chain0	44.9	95.0	92.3	265	258	286	3.3e-75	224.0
5j9m	5j9m_A	3rr4	3rr4__chain0	99.7	99.5	100.0	368	369	368	1.68e-272	732.0
5j9n	5j9n_A	3rr4	3rr4__chain0	99.2	99.7	100.0	369	368	368	1.27e-269	724.0
5j9o	5j9o_A	3rr4	3rr4__chain0	98.7	99.7	100.0	371	371	368	1.01e-269	725.0
5jdv	5jdv_B	4jsz	4jsz__chain0	99.2	99.6	100.0	257	258	257	3.36e-198	535.0
5je7	5je7_B	4jsz	4jsz__chain0	99.2	100.0	100.0	257	257	257	1.13e-198	536.0
5jeb	5jeb_A	3mss	3mss__chain0	39.6	88.0	95.8	265	299	264	4.25e-62	191.0
5jeg	5jeg_B	4jsz	4jsz__chain0	99.2	99.2	100.0	257	259	257	8.599999999999999e-199	536.0
5jeh	5jeh_B	4jsz	4jsz__chain0	99.2	99.2	100.0	257	259	257	2.4600000000000002e-198	535.0
5jei	5jei_A	2al5	2al5__chain0	99.6	98.5	100.0	260	264	260	1.04e-192	521.0
5jep	5jep_B	4jsz	4jsz__chain0	99.2	99.6	100.0	257	258	257	2.3700000000000002e-198	535.0
5jes	5jes_B	4jsz	4jsz__chain0	99.2	99.6	100.0	257	258	257	3.36e-198	535.0
5jfs	5jfs_A	3qgy	3qgy__chain0	40.6	87.7	95.1	244	277	245	3.01e-60	185.0
5jfv	5jfv_A	3qgy	3qgy__chain0	40.6	87.7	95.1	244	277	245	3.01e-60	185.0
5jfw	5jfw_A	3qgy	3qgy__chain0	40.6	87.7	95.1	244	277	245	3.01e-60	185.0
5jfx	5jfx_A	3qgy	3qgy__chain0	40.6	87.7	95.1	244	277	245	3.01e-60	185.0
5jg3	5jg3_B	4jsz	4jsz__chain0	98.8	99.2	100.0	257	259	257	4.09e-197	532.0
5jg5	5jg5_B	4jsz	4jsz__chain0	98.8	99.2	100.0	257	259	257	1.43e-197	533.0
5jgm	5jgm_A	3rr4	3rr4__chain0	99.5	99.5	100.0	370	372	368	4.46e-271	728.0
5jgo	5jgo_A	3rr4	3rr4__chain0	99.7	99.5	100.0	369	371	368	4.4700000000000004e-273	733.0
5jgs	5jgs_B	4jsz	4jsz__chain0	98.8	100.0	100.0	257	257	257	4.58e-198	534.0
5jgt	5jgt_B	4jsz	4jsz__chain0	98.8	99.2	100.0	257	259	257	7.07e-198	534.0
5ji0	5ji0_D	2yfe	2yfe__chain0	97.4	99.3	98.5	267	269	264	9.82e-182	494.0
5jkg	5jkg_A	3k5v	3k5v__chain0	41.6	95.1	90.6	269	266	286	9.409999999999999e-69	208.0
5jlg	5jlg_A	1o0h	1o0h__chain0	100.0	100.0	100.0	124	124	124	4.43e-90	250.0
5jmm	5jmm_B	4mgd	4mgd__chain1	99.1	100.0	99.6	235	235	236	1.34e-168	458.0
5jmz	5jmz_A	4jsz	4jsz__chain0	96.9	100.0	100.0	257	257	257	4.2300000000000005e-194	524.0
5jn3	5jn3_A	4jsz	4jsz__chain0	96.9	100.0	100.0	257	257	257	4.2300000000000005e-194	524.0
5jn7	5jn7_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
5jq0	5jq0_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
5jqt	5jqt_A	4jsz	4jsz__chain0	99.6	98.8	100.0	257	260	257	3.12e-199	537.0
5jsv	5jsv_A	3gc5	3gc5__chain0	99.7	99.7	100.0	369	370	368	2.4800000000000002e-272	731.0
5jsw	5jsw_A	3rr4	3rr4__chain0	99.5	99.5	100.0	370	372	368	2.2100000000000001e-271	729.0
5jtt	5jtt_A	3ebp	3ebp__chain0	99.9	100.0	100.0	810	810	810	0.0	1637.0
5jtu	5jtu_A	3ebp	3ebp__chain0	99.9	100.0	100.0	810	810	810	0.0	1637.0
5jty	5jty_A	1vso	1vso__chain0	33.8	80.2	86.8	219	262	243	1.95e-31	110.0
5jzj	5jzj_A	3ag9	3ag9__chain0	35.5	91.9	78.4	259	271	319	4.7e-47	153.0
5k0k	5k0k_A	3k5v	3k5v__chain0	44.3	91.2	85.3	255	260	286	2.17e-68	207.0
5k3y	5k3y_B	2wtv	2wtv__chain0	70.6	95.3	100.0	265	278	264	7.99e-142	393.0
5kao	5kao_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.76e-70	198.0
5kb3	5kb3_A	1nc3	1nc3__chain1	34.5	99.1	99.1	229	230	230	1.44e-37	125.0
5kcc	5kcc_A	2p15	2p15__chain1	98.3	99.6	99.2	240	237	242	2.21e-169	460.0
5kcd	5kcd_A	4mgd	4mgd__chain1	97.9	100.0	99.2	234	231	236	7.100000000000001e-163	443.0
5kce	5kce_B	1qkt	1qkt__chain0	96.7	100.0	98.4	244	239	248	4.73e-166	452.0
5kcf	5kcf_A	4mgd	4mgd__chain1	98.7	99.6	100.0	236	236	236	3.8500000000000005e-166	452.0
5kcj	5kcj_B	1vso	1vso__chain0	35.1	78.3	87.2	225	281	243	3.92e-38	128.0
5kct	5kct_A	4mgd	4mgd__chain1	99.2	100.0	100.0	236	236	236	2.42e-169	460.0
5kcu	5kcu_A	2qe4	2qe4__chain0	98.1	92.5	100.0	209	226	207	1.56e-142	390.0
5kcw	5kcw_A	4mgd	4mgd__chain1	98.3	100.0	99.6	235	233	236	8.03e-165	448.0
5kd9	5kd9_A	4mgd	4mgd__chain1	98.7	100.0	99.2	235	235	236	1.51e-165	450.0
5kdh	5kdh_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
5kdt	5kdt_B	1vso	1vso__chain0	34.8	77.9	88.1	227	285	243	1.7e-37	127.0
5ke4	5ke4_C	2wnc	2wnc__chain1	95.3	100.0	99.1	211	211	213	3.07e-151	412.0
5kgd	5kgd_A	3jya	3jya__chain0	100.0	100.0	99.6	273	273	274	7.66e-212	570.0
