set,pairs,dist_lo,dist_hi,n,pct
Pocket2Mol,All_12A,4.7273,4.8485,36961,2.3479
Pocket2Mol,All_12A,4.8485,4.9697,36389,2.3116
Pocket2Mol,All_12A,4.9697,5.0909,29802,1.8931
Pocket2Mol,All_12A,5.0909,5.2121,20393,1.2954
Pocket2Mol,All_12A,5.2121,5.3333,15403,0.9785
Pocket2Mol,All_12A,5.3333,5.4545,15003,0.953
Pocket2Mol,All_12A,5.4545,5.5758,18547,1.1782
Pocket2Mol,All_12A,5.5758,5.697,20132,1.2789
Pocket2Mol,All_12A,5.697,5.8182,18107,1.1502
Pocket2Mol,All_12A,5.8182,5.9394,20148,1.2799
Pocket2Mol,All_12A,5.9394,6.0606,21357,1.3567
Pocket2Mol,All_12A,6.0606,6.1818,22119,1.4051
Pocket2Mol,All_12A,6.1818,6.303,22868,1.4527
Pocket2Mol,All_12A,6.303,6.4242,25357,1.6108
Pocket2Mol,All_12A,6.4242,6.5455,21245,1.3496
Pocket2Mol,All_12A,6.5455,6.6667,15289,0.9712
Pocket2Mol,All_12A,6.6667,6.7879,14442,0.9174
Pocket2Mol,All_12A,6.7879,6.9091,15042,0.9555
Pocket2Mol,All_12A,6.9091,7.0303,16841,1.0698
Pocket2Mol,All_12A,7.0303,7.1515,16372,1.04
Pocket2Mol,All_12A,7.1515,7.2727,16710,1.0615
Pocket2Mol,All_12A,7.2727,7.3939,15271,0.9701
Pocket2Mol,All_12A,7.3939,7.5152,12607,0.8008
Pocket2Mol,All_12A,7.5152,7.6364,12225,0.7766
Pocket2Mol,All_12A,7.6364,7.7576,12732,0.8088
Pocket2Mol,All_12A,7.7576,7.8788,11545,0.7334
Pocket2Mol,All_12A,7.8788,8.0,10500,0.667
Pocket2Mol,All_12A,8.0,8.1212,10028,0.637
Pocket2Mol,All_12A,8.1212,8.2424,10981,0.6976
Pocket2Mol,All_12A,8.2424,8.3636,12515,0.795
Pocket2Mol,All_12A,8.3636,8.4848,12433,0.7898
Pocket2Mol,All_12A,8.4848,8.6061,12459,0.7914
Pocket2Mol,All_12A,8.6061,8.7273,11162,0.7091
Pocket2Mol,All_12A,8.7273,8.8485,8660,0.5501
Pocket2Mol,All_12A,8.8485,8.9697,8534,0.5421
Pocket2Mol,All_12A,8.9697,9.0909,8115,0.5155
Pocket2Mol,All_12A,9.0909,9.2121,8029,0.51
Pocket2Mol,All_12A,9.2121,9.3333,7525,0.478
Pocket2Mol,All_12A,9.3333,9.4545,6843,0.4347
Pocket2Mol,All_12A,9.4545,9.5758,7747,0.4921
Pocket2Mol,All_12A,9.5758,9.697,7423,0.4715
Pocket2Mol,All_12A,9.697,9.8182,6682,0.4245
Pocket2Mol,All_12A,9.8182,9.9394,6177,0.3924
Pocket2Mol,All_12A,9.9394,10.0606,5841,0.371
Pocket2Mol,All_12A,10.0606,10.1818,5515,0.3503
Pocket2Mol,All_12A,10.1818,10.303,5559,0.3531
Pocket2Mol,All_12A,10.303,10.4242,5697,0.3619
Pocket2Mol,All_12A,10.4242,10.5455,5524,0.3509
Pocket2Mol,All_12A,10.5455,10.6667,5191,0.3298
Pocket2Mol,All_12A,10.6667,10.7879,5264,0.3344
Pocket2Mol,All_12A,10.7879,10.9091,4840,0.3075
Pocket2Mol,All_12A,10.9091,11.0303,4726,0.3002
Pocket2Mol,All_12A,11.0303,11.1515,3983,0.253
Pocket2Mol,All_12A,11.1515,11.2727,3843,0.2441
Pocket2Mol,All_12A,11.2727,11.3939,3563,0.2263
Pocket2Mol,All_12A,11.3939,11.5152,3321,0.211
Pocket2Mol,All_12A,11.5152,11.6364,3091,0.1964
Pocket2Mol,All_12A,11.6364,11.7576,3366,0.2138
Pocket2Mol,All_12A,11.7576,11.8788,3090,0.1963
Pocket2Mol,All_12A,11.8788,12.0,3094,0.1965
Pocket2Mol,CC_2A,0.0,0.0202,0,0.0
Pocket2Mol,CC_2A,0.0202,0.0404,0,0.0
Pocket2Mol,CC_2A,0.0404,0.0606,0,0.0
Pocket2Mol,CC_2A,0.0606,0.0808,0,0.0
Pocket2Mol,CC_2A,0.0808,0.101,0,0.0
Pocket2Mol,CC_2A,0.101,0.1212,0,0.0
Pocket2Mol,CC_2A,0.1212,0.1414,0,0.0
Pocket2Mol,CC_2A,0.1414,0.1616,0,0.0
Pocket2Mol,CC_2A,0.1616,0.1818,0,0.0
Pocket2Mol,CC_2A,0.1818,0.202,0,0.0
Pocket2Mol,CC_2A,0.202,0.2222,0,0.0
Pocket2Mol,CC_2A,0.2222,0.2424,0,0.0
Pocket2Mol,CC_2A,0.2424,0.2626,0,0.0
Pocket2Mol,CC_2A,0.2626,0.2828,0,0.0
Pocket2Mol,CC_2A,0.2828,0.303,0,0.0
Pocket2Mol,CC_2A,0.303,0.3232,0,0.0
Pocket2Mol,CC_2A,0.3232,0.3434,0,0.0
Pocket2Mol,CC_2A,0.3434,0.3636,0,0.0
Pocket2Mol,CC_2A,0.3636,0.3838,0,0.0
Pocket2Mol,CC_2A,0.3838,0.404,0,0.0
Pocket2Mol,CC_2A,0.404,0.4242,0,0.0
Pocket2Mol,CC_2A,0.4242,0.4444,0,0.0
Pocket2Mol,CC_2A,0.4444,0.4646,0,0.0
Pocket2Mol,CC_2A,0.4646,0.4848,0,0.0
Pocket2Mol,CC_2A,0.4848,0.5051,0,0.0
Pocket2Mol,CC_2A,0.5051,0.5253,0,0.0
Pocket2Mol,CC_2A,0.5253,0.5455,0,0.0
Pocket2Mol,CC_2A,0.5455,0.5657,0,0.0
Pocket2Mol,CC_2A,0.5657,0.5859,0,0.0
Pocket2Mol,CC_2A,0.5859,0.6061,0,0.0
Pocket2Mol,CC_2A,0.6061,0.6263,0,0.0
Pocket2Mol,CC_2A,0.6263,0.6465,0,0.0
Pocket2Mol,CC_2A,0.6465,0.6667,0,0.0
Pocket2Mol,CC_2A,0.6667,0.6869,0,0.0
Pocket2Mol,CC_2A,0.6869,0.7071,0,0.0
Pocket2Mol,CC_2A,0.7071,0.7273,0,0.0
Pocket2Mol,CC_2A,0.7273,0.7475,0,0.0
Pocket2Mol,CC_2A,0.7475,0.7677,0,0.0
Pocket2Mol,CC_2A,0.7677,0.7879,0,0.0
Pocket2Mol,CC_2A,0.7879,0.8081,0,0.0
Pocket2Mol,CC_2A,0.8081,0.8283,0,0.0
Pocket2Mol,CC_2A,0.8283,0.8485,0,0.0
Pocket2Mol,CC_2A,0.8485,0.8687,5,0.005
Pocket2Mol,CC_2A,0.8687,0.8889,14,0.014
Pocket2Mol,CC_2A,0.8889,0.9091,8,0.008
Pocket2Mol,CC_2A,0.9091,0.9293,20,0.02
Pocket2Mol,CC_2A,0.9293,0.9495,15,0.015
Pocket2Mol,CC_2A,0.9495,0.9697,24,0.024
Pocket2Mol,CC_2A,0.9697,0.9899,7,0.007
Pocket2Mol,CC_2A,0.9899,1.0101,16,0.016
Pocket2Mol,CC_2A,1.0101,1.0303,19,0.019
Pocket2Mol,CC_2A,1.0303,1.0505,39,0.0389
Pocket2Mol,CC_2A,1.0505,1.0707,68,0.0679
Pocket2Mol,CC_2A,1.0707,1.0909,81,0.0808
Pocket2Mol,CC_2A,1.0909,1.1111,93,0.0928
Pocket2Mol,CC_2A,1.1111,1.1313,194,0.1936
Pocket2Mol,CC_2A,1.1313,1.1515,189,0.1886
Pocket2Mol,CC_2A,1.1515,1.1717,378,0.3773
Pocket2Mol,CC_2A,1.1717,1.1919,598,0.5969
Pocket2Mol,CC_2A,1.1919,1.2121,937,0.9353
Pocket2Mol,CC_2A,1.2121,1.2323,1285,1.2826
Pocket2Mol,CC_2A,1.2323,1.2525,1941,1.9374
Pocket2Mol,CC_2A,1.2525,1.2727,2334,2.3296
Pocket2Mol,CC_2A,1.2727,1.2929,2744,2.7389
Pocket2Mol,CC_2A,1.2929,1.3131,3769,3.762
Pocket2Mol,CC_2A,1.3131,1.3333,4759,4.7501
Pocket2Mol,CC_2A,1.3333,1.3535,6448,6.436
Pocket2Mol,CC_2A,1.3535,1.3737,7970,7.9551
Pocket2Mol,CC_2A,1.3737,1.3939,9418,9.4004
Pocket2Mol,CC_2A,1.3939,1.4141,9496,9.4783
Pocket2Mol,CC_2A,1.4141,1.4343,8742,8.7257
Pocket2Mol,CC_2A,1.4343,1.4545,8262,8.2466
Pocket2Mol,CC_2A,1.4545,1.4747,7177,7.1636
Pocket2Mol,CC_2A,1.4747,1.4949,5620,5.6095
Pocket2Mol,CC_2A,1.4949,1.5152,4647,4.6383
Pocket2Mol,CC_2A,1.5152,1.5354,3488,3.4815
Pocket2Mol,CC_2A,1.5354,1.5556,2459,2.4544
Pocket2Mol,CC_2A,1.5556,1.5758,1917,1.9134
Pocket2Mol,CC_2A,1.5758,1.596,1205,1.2028
Pocket2Mol,CC_2A,1.596,1.6162,813,0.8115
Pocket2Mol,CC_2A,1.6162,1.6364,529,0.528
Pocket2Mol,CC_2A,1.6364,1.6566,413,0.4122
Pocket2Mol,CC_2A,1.6566,1.6768,214,0.2136
Pocket2Mol,CC_2A,1.6768,1.697,272,0.2715
Pocket2Mol,CC_2A,1.697,1.7172,128,0.1278
Pocket2Mol,CC_2A,1.7172,1.7374,211,0.2106
Pocket2Mol,CC_2A,1.7374,1.7576,109,0.1088
Pocket2Mol,CC_2A,1.7576,1.7778,152,0.1517
Pocket2Mol,CC_2A,1.7778,1.798,94,0.0938
Pocket2Mol,CC_2A,1.798,1.8182,132,0.1318
Pocket2Mol,CC_2A,1.8182,1.8384,62,0.0619
Pocket2Mol,CC_2A,1.8384,1.8586,54,0.0539
Pocket2Mol,CC_2A,1.8586,1.8788,76,0.0759
Pocket2Mol,CC_2A,1.8788,1.899,39,0.0389
Pocket2Mol,CC_2A,1.899,1.9192,72,0.0719
Pocket2Mol,CC_2A,1.9192,1.9394,88,0.0878
Pocket2Mol,CC_2A,1.9394,1.9596,98,0.0978
Pocket2Mol,CC_2A,1.9596,1.9798,123,0.1228
Pocket2Mol,CC_2A,1.9798,2.0,122,0.1218
DiffSBDD,All_12A,0.0,0.1212,0,0.0
DiffSBDD,All_12A,0.1212,0.2424,1,0.0001
DiffSBDD,All_12A,0.2424,0.3636,3,0.0002
DiffSBDD,All_12A,0.3636,0.4848,23,0.0013
DiffSBDD,All_12A,0.4848,0.6061,43,0.0025
DiffSBDD,All_12A,0.6061,0.7273,63,0.0036
DiffSBDD,All_12A,0.7273,0.8485,174,0.0099
DiffSBDD,All_12A,0.8485,0.9697,477,0.0272
DiffSBDD,All_12A,0.9697,1.0909,1341,0.0765
DiffSBDD,All_12A,1.0909,1.2121,6498,0.3709
DiffSBDD,All_12A,1.2121,1.3333,23621,1.3483
DiffSBDD,All_12A,1.3333,1.4545,60636,3.4612
DiffSBDD,All_12A,1.4545,1.5758,51626,2.9469
DiffSBDD,All_12A,1.5758,1.697,15227,0.8692
DiffSBDD,All_12A,1.697,1.8182,6037,0.3446
DiffSBDD,All_12A,1.8182,1.9394,3124,0.1783
DiffSBDD,All_12A,1.9394,2.0606,3772,0.2153
DiffSBDD,All_12A,2.0606,2.1818,10526,0.6008
DiffSBDD,All_12A,2.1818,2.303,29212,1.6675
DiffSBDD,All_12A,2.303,2.4242,62969,3.5943
DiffSBDD,All_12A,2.4242,2.5455,69243,3.9525
DiffSBDD,All_12A,2.5455,2.6667,44565,2.5438
DiffSBDD,All_12A,2.6667,2.7879,33651,1.9208
DiffSBDD,All_12A,2.7879,2.9091,29456,1.6814
DiffSBDD,All_12A,2.9091,3.0303,23755,1.356
DiffSBDD,All_12A,3.0303,3.1515,21725,1.2401
DiffSBDD,All_12A,3.1515,3.2727,20867,1.1911
DiffSBDD,All_12A,3.2727,3.3939,22765,1.2995
DiffSBDD,All_12A,3.3939,3.5152,27982,1.5972
DiffSBDD,All_12A,3.5152,3.6364,36070,2.0589
DiffSBDD,All_12A,3.6364,3.7576,40290,2.2998
DiffSBDD,All_12A,3.7576,3.8788,34939,1.9944
DiffSBDD,All_12A,3.8788,4.0,28073,1.6024
DiffSBDD,All_12A,4.0,4.1212,26200,1.4955
DiffSBDD,All_12A,4.1212,4.2424,27682,1.5801
DiffSBDD,All_12A,4.2424,4.3636,28624,1.6339
DiffSBDD,All_12A,4.3636,4.4848,29240,1.6691
DiffSBDD,All_12A,4.4848,4.6061,30392,1.7348
DiffSBDD,All_12A,4.6061,4.7273,31798,1.8151
DiffSBDD,All_12A,4.7273,4.8485,32440,1.8517
DiffSBDD,All_12A,4.8485,4.9697,31421,1.7935
DiffSBDD,All_12A,4.9697,5.0909,29361,1.676
DiffSBDD,All_12A,5.0909,5.2121,27007,1.5416
DiffSBDD,All_12A,5.2121,5.3333,25438,1.452
DiffSBDD,All_12A,5.3333,5.4545,24341,1.3894
DiffSBDD,All_12A,5.4545,5.5758,24232,1.3832
DiffSBDD,All_12A,5.5758,5.697,24067,1.3738
DiffSBDD,All_12A,5.697,5.8182,24650,1.407
DiffSBDD,All_12A,5.8182,5.9394,24646,1.4068
DiffSBDD,All_12A,5.9394,6.0606,24624,1.4056
DiffSBDD,All_12A,6.0606,6.1818,23623,1.3484
DiffSBDD,All_12A,6.1818,6.303,23021,1.3141
DiffSBDD,All_12A,6.303,6.4242,22273,1.2714
DiffSBDD,All_12A,6.4242,6.5455,21980,1.2546
DiffSBDD,All_12A,6.5455,6.6667,21323,1.2171
DiffSBDD,All_12A,6.6667,6.7879,20524,1.1715
DiffSBDD,All_12A,6.7879,6.9091,20290,1.1582
DiffSBDD,All_12A,6.9091,7.0303,19756,1.1277
DiffSBDD,All_12A,7.0303,7.1515,19338,1.1038
DiffSBDD,All_12A,7.1515,7.2727,18843,1.0756
DiffSBDD,All_12A,7.2727,7.3939,17891,1.0212
DiffSBDD,All_12A,7.3939,7.5152,17213,0.9825
DiffSBDD,All_12A,7.5152,7.6364,16477,0.9405
DiffSBDD,All_12A,7.6364,7.7576,16076,0.9176
DiffSBDD,All_12A,7.7576,7.8788,15645,0.893
DiffSBDD,All_12A,7.8788,8.0,14964,0.8542
DiffSBDD,All_12A,8.0,8.1212,14806,0.8451
DiffSBDD,All_12A,8.1212,8.2424,13905,0.7937
DiffSBDD,All_12A,8.2424,8.3636,13576,0.7749
DiffSBDD,All_12A,8.3636,8.4848,13235,0.7555
DiffSBDD,All_12A,8.4848,8.6061,12751,0.7278
DiffSBDD,All_12A,8.6061,8.7273,11947,0.6819
DiffSBDD,All_12A,8.7273,8.8485,11799,0.6735
DiffSBDD,All_12A,8.8485,8.9697,11270,0.6433
DiffSBDD,All_12A,8.9697,9.0909,10658,0.6084
DiffSBDD,All_12A,9.0909,9.2121,10395,0.5934
DiffSBDD,All_12A,9.2121,9.3333,9813,0.5601
DiffSBDD,All_12A,9.3333,9.4545,9309,0.5314
DiffSBDD,All_12A,9.4545,9.5758,9007,0.5141
DiffSBDD,All_12A,9.5758,9.697,8703,0.4968
DiffSBDD,All_12A,9.697,9.8182,8347,0.4765
DiffSBDD,All_12A,9.8182,9.9394,7825,0.4467
DiffSBDD,All_12A,9.9394,10.0606,7531,0.4299
DiffSBDD,All_12A,10.0606,10.1818,7202,0.4111
DiffSBDD,All_12A,10.1818,10.303,6908,0.3943
DiffSBDD,All_12A,10.303,10.4242,6786,0.3874
DiffSBDD,All_12A,10.4242,10.5455,6443,0.3678
DiffSBDD,All_12A,10.5455,10.6667,5937,0.3389
DiffSBDD,All_12A,10.6667,10.7879,5773,0.3295
DiffSBDD,All_12A,10.7879,10.9091,5301,0.3026
DiffSBDD,All_12A,10.9091,11.0303,5212,0.2975
DiffSBDD,All_12A,11.0303,11.1515,5020,0.2865
DiffSBDD,All_12A,11.1515,11.2727,4814,0.2748
DiffSBDD,All_12A,11.2727,11.3939,4437,0.2533
DiffSBDD,All_12A,11.3939,11.5152,4344,0.248
DiffSBDD,All_12A,11.5152,11.6364,3980,0.2272
DiffSBDD,All_12A,11.6364,11.7576,3735,0.2132
DiffSBDD,All_12A,11.7576,11.8788,3616,0.2064
DiffSBDD,All_12A,11.8788,12.0,3354,0.1915
DiffSBDD,CC_2A,0.0,0.0202,0,0.0
DiffSBDD,CC_2A,0.0202,0.0404,0,0.0
DiffSBDD,CC_2A,0.0404,0.0606,0,0.0
DiffSBDD,CC_2A,0.0606,0.0808,0,0.0
DiffSBDD,CC_2A,0.0808,0.101,0,0.0
DiffSBDD,CC_2A,0.101,0.1212,0,0.0
DiffSBDD,CC_2A,0.1212,0.1414,0,0.0
DiffSBDD,CC_2A,0.1414,0.1616,0,0.0
DiffSBDD,CC_2A,0.1616,0.1818,0,0.0
DiffSBDD,CC_2A,0.1818,0.202,0,0.0
DiffSBDD,CC_2A,0.202,0.2222,0,0.0
DiffSBDD,CC_2A,0.2222,0.2424,0,0.0
DiffSBDD,CC_2A,0.2424,0.2626,0,0.0
DiffSBDD,CC_2A,0.2626,0.2828,0,0.0
DiffSBDD,CC_2A,0.2828,0.303,0,0.0
DiffSBDD,CC_2A,0.303,0.3232,1,0.001
DiffSBDD,CC_2A,0.3232,0.3434,0,0.0
DiffSBDD,CC_2A,0.3434,0.3636,1,0.001
DiffSBDD,CC_2A,0.3636,0.3838,1,0.001
DiffSBDD,CC_2A,0.3838,0.404,1,0.001
DiffSBDD,CC_2A,0.404,0.4242,2,0.0021
DiffSBDD,CC_2A,0.4242,0.4444,5,0.0052
DiffSBDD,CC_2A,0.4444,0.4646,0,0.0
DiffSBDD,CC_2A,0.4646,0.4848,3,0.0031
DiffSBDD,CC_2A,0.4848,0.5051,1,0.001
DiffSBDD,CC_2A,0.5051,0.5253,7,0.0072
DiffSBDD,CC_2A,0.5253,0.5455,6,0.0062
DiffSBDD,CC_2A,0.5455,0.5657,6,0.0062
DiffSBDD,CC_2A,0.5657,0.5859,3,0.0031
DiffSBDD,CC_2A,0.5859,0.6061,6,0.0062
DiffSBDD,CC_2A,0.6061,0.6263,6,0.0062
DiffSBDD,CC_2A,0.6263,0.6465,6,0.0062
DiffSBDD,CC_2A,0.6465,0.6667,4,0.0041
DiffSBDD,CC_2A,0.6667,0.6869,9,0.0093
DiffSBDD,CC_2A,0.6869,0.7071,7,0.0072
DiffSBDD,CC_2A,0.7071,0.7273,11,0.0114
DiffSBDD,CC_2A,0.7273,0.7475,15,0.0155
DiffSBDD,CC_2A,0.7475,0.7677,13,0.0134
DiffSBDD,CC_2A,0.7677,0.7879,13,0.0134
DiffSBDD,CC_2A,0.7879,0.8081,15,0.0155
DiffSBDD,CC_2A,0.8081,0.8283,14,0.0145
DiffSBDD,CC_2A,0.8283,0.8485,28,0.029
DiffSBDD,CC_2A,0.8485,0.8687,22,0.0228
DiffSBDD,CC_2A,0.8687,0.8889,20,0.0207
DiffSBDD,CC_2A,0.8889,0.9091,21,0.0217
DiffSBDD,CC_2A,0.9091,0.9293,31,0.0321
DiffSBDD,CC_2A,0.9293,0.9495,55,0.0569
DiffSBDD,CC_2A,0.9495,0.9697,51,0.0528
DiffSBDD,CC_2A,0.9697,0.9899,63,0.0652
DiffSBDD,CC_2A,0.9899,1.0101,56,0.0579
DiffSBDD,CC_2A,1.0101,1.0303,72,0.0745
DiffSBDD,CC_2A,1.0303,1.0505,79,0.0817
DiffSBDD,CC_2A,1.0505,1.0707,92,0.0952
DiffSBDD,CC_2A,1.0707,1.0909,120,0.1241
DiffSBDD,CC_2A,1.0909,1.1111,158,0.1634
DiffSBDD,CC_2A,1.1111,1.1313,172,0.1779
DiffSBDD,CC_2A,1.1313,1.1515,208,0.2152
DiffSBDD,CC_2A,1.1515,1.1717,263,0.2721
DiffSBDD,CC_2A,1.1717,1.1919,325,0.3362
DiffSBDD,CC_2A,1.1919,1.2121,399,0.4127
DiffSBDD,CC_2A,1.2121,1.2323,509,0.5265
DiffSBDD,CC_2A,1.2323,1.2525,610,0.631
DiffSBDD,CC_2A,1.2525,1.2727,913,0.9444
DiffSBDD,CC_2A,1.2727,1.2929,1214,1.2558
DiffSBDD,CC_2A,1.2929,1.3131,1770,1.831
DiffSBDD,CC_2A,1.3131,1.3333,2520,2.6068
DiffSBDD,CC_2A,1.3333,1.3535,3589,3.7126
DiffSBDD,CC_2A,1.3535,1.3737,4927,5.0967
DiffSBDD,CC_2A,1.3737,1.3939,5934,6.1383
DiffSBDD,CC_2A,1.3939,1.4141,6447,6.669
DiffSBDD,CC_2A,1.4141,1.4343,6421,6.6421
DiffSBDD,CC_2A,1.4343,1.4545,6369,6.5883
DiffSBDD,CC_2A,1.4545,1.4747,6393,6.6132
DiffSBDD,CC_2A,1.4747,1.4949,6867,7.1035
DiffSBDD,CC_2A,1.4949,1.5152,7238,7.4873
DiffSBDD,CC_2A,1.5152,1.5354,6849,7.0849
DiffSBDD,CC_2A,1.5354,1.5556,5955,6.1601
DiffSBDD,CC_2A,1.5556,1.5758,4656,4.8163
DiffSBDD,CC_2A,1.5758,1.596,3470,3.5895
DiffSBDD,CC_2A,1.596,1.6162,2484,2.5695
DiffSBDD,CC_2A,1.6162,1.6364,1710,1.7689
DiffSBDD,CC_2A,1.6364,1.6566,1289,1.3334
DiffSBDD,CC_2A,1.6566,1.6768,966,0.9993
DiffSBDD,CC_2A,1.6768,1.697,741,0.7665
DiffSBDD,CC_2A,1.697,1.7172,664,0.6869
DiffSBDD,CC_2A,1.7172,1.7374,484,0.5007
DiffSBDD,CC_2A,1.7374,1.7576,388,0.4014
DiffSBDD,CC_2A,1.7576,1.7778,338,0.3496
DiffSBDD,CC_2A,1.7778,1.798,320,0.331
DiffSBDD,CC_2A,1.798,1.8182,255,0.2638
DiffSBDD,CC_2A,1.8182,1.8384,255,0.2638
DiffSBDD,CC_2A,1.8384,1.8586,218,0.2255
DiffSBDD,CC_2A,1.8586,1.8788,215,0.2224
DiffSBDD,CC_2A,1.8788,1.899,206,0.2131
DiffSBDD,CC_2A,1.899,1.9192,200,0.2069
DiffSBDD,CC_2A,1.9192,1.9394,212,0.2193
DiffSBDD,CC_2A,1.9394,1.9596,224,0.2317
DiffSBDD,CC_2A,1.9596,1.9798,207,0.2141
DiffSBDD,CC_2A,1.9798,2.0,253,0.2617
DecompDiff,All_12A,0.0,0.1212,0,0.0
DecompDiff,All_12A,0.1212,0.2424,2,0.0001
DecompDiff,All_12A,0.2424,0.3636,4,0.0003
DecompDiff,All_12A,0.3636,0.4848,1,0.0001
DecompDiff,All_12A,0.4848,0.6061,2,0.0001
DecompDiff,All_12A,0.6061,0.7273,8,0.0005
DecompDiff,All_12A,0.7273,0.8485,13,0.0008
DecompDiff,All_12A,0.8485,0.9697,35,0.0022
DecompDiff,All_12A,0.9697,1.0909,153,0.0096
DecompDiff,All_12A,1.0909,1.2121,1126,0.0705
DecompDiff,All_12A,1.2121,1.3333,15984,1.0008
DecompDiff,All_12A,1.3333,1.4545,65987,4.1318
DecompDiff,All_12A,1.4545,1.5758,49850,3.1214
DecompDiff,All_12A,1.5758,1.697,6681,0.4183
DecompDiff,All_12A,1.697,1.8182,2110,0.1321
DecompDiff,All_12A,1.8182,1.9394,680,0.0426
DecompDiff,All_12A,1.9394,2.0606,751,0.047
DecompDiff,All_12A,2.0606,2.1818,5103,0.3195
DecompDiff,All_12A,2.1818,2.303,20829,1.3042
DecompDiff,All_12A,2.303,2.4242,63183,3.9562
DecompDiff,All_12A,2.4242,2.5455,69971,4.3813
DecompDiff,All_12A,2.5455,2.6667,33052,2.0696
DecompDiff,All_12A,2.6667,2.7879,25399,1.5904
DecompDiff,All_12A,2.7879,2.9091,23106,1.4468
DecompDiff,All_12A,2.9091,3.0303,18712,1.1717
DecompDiff,All_12A,3.0303,3.1515,19809,1.2404
DecompDiff,All_12A,3.1515,3.2727,17151,1.0739
DecompDiff,All_12A,3.2727,3.3939,18574,1.163
DecompDiff,All_12A,3.3939,3.5152,24562,1.538
DecompDiff,All_12A,3.5152,3.6364,35814,2.2425
DecompDiff,All_12A,3.6364,3.7576,39239,2.457
DecompDiff,All_12A,3.7576,3.8788,29140,1.8246
DecompDiff,All_12A,3.8788,4.0,21037,1.3172
DecompDiff,All_12A,4.0,4.1212,22295,1.396
DecompDiff,All_12A,4.1212,4.2424,25896,1.6215
DecompDiff,All_12A,4.2424,4.3636,26335,1.649
DecompDiff,All_12A,4.3636,4.4848,27227,1.7048
DecompDiff,All_12A,4.4848,4.6061,28770,1.8015
DecompDiff,All_12A,4.6061,4.7273,29483,1.8461
DecompDiff,All_12A,4.7273,4.8485,30020,1.8797
DecompDiff,All_12A,4.8485,4.9697,28833,1.8054
DecompDiff,All_12A,4.9697,5.0909,26203,1.6407
DecompDiff,All_12A,5.0909,5.2121,24013,1.5036
DecompDiff,All_12A,5.2121,5.3333,22951,1.4371
DecompDiff,All_12A,5.3333,5.4545,22900,1.4339
DecompDiff,All_12A,5.4545,5.5758,23357,1.4625
DecompDiff,All_12A,5.5758,5.697,23561,1.4753
DecompDiff,All_12A,5.697,5.8182,23859,1.4939
DecompDiff,All_12A,5.8182,5.9394,23608,1.4782
DecompDiff,All_12A,5.9394,6.0606,23050,1.4433
DecompDiff,All_12A,6.0606,6.1818,22083,1.3827
DecompDiff,All_12A,6.1818,6.303,21810,1.3656
DecompDiff,All_12A,6.303,6.4242,21460,1.3437
DecompDiff,All_12A,6.4242,6.5455,20873,1.307
DecompDiff,All_12A,6.5455,6.6667,20400,1.2774
DecompDiff,All_12A,6.6667,6.7879,19872,1.2443
DecompDiff,All_12A,6.7879,6.9091,19711,1.2342
DecompDiff,All_12A,6.9091,7.0303,18806,1.1775
DecompDiff,All_12A,7.0303,7.1515,18455,1.1556
DecompDiff,All_12A,7.1515,7.2727,17871,1.119
DecompDiff,All_12A,7.2727,7.3939,17040,1.067
DecompDiff,All_12A,7.3939,7.5152,16395,1.0266
DecompDiff,All_12A,7.5152,7.6364,15891,0.995
DecompDiff,All_12A,7.6364,7.7576,15446,0.9672
DecompDiff,All_12A,7.7576,7.8788,15119,0.9467
DecompDiff,All_12A,7.8788,8.0,14206,0.8895
DecompDiff,All_12A,8.0,8.1212,14299,0.8953
DecompDiff,All_12A,8.1212,8.2424,13461,0.8429
DecompDiff,All_12A,8.2424,8.3636,13147,0.8232
DecompDiff,All_12A,8.3636,8.4848,12624,0.7905
DecompDiff,All_12A,8.4848,8.6061,12252,0.7672
DecompDiff,All_12A,8.6061,8.7273,11688,0.7319
DecompDiff,All_12A,8.7273,8.8485,11247,0.7042
DecompDiff,All_12A,8.8485,8.9697,10618,0.6649
DecompDiff,All_12A,8.9697,9.0909,10165,0.6365
DecompDiff,All_12A,9.0909,9.2121,9823,0.6151
DecompDiff,All_12A,9.2121,9.3333,9477,0.5934
DecompDiff,All_12A,9.3333,9.4545,8983,0.5625
DecompDiff,All_12A,9.4545,9.5758,8693,0.5443
DecompDiff,All_12A,9.5758,9.697,8397,0.5258
DecompDiff,All_12A,9.697,9.8182,7966,0.4988
DecompDiff,All_12A,9.8182,9.9394,7688,0.4814
DecompDiff,All_12A,9.9394,10.0606,7423,0.4648
DecompDiff,All_12A,10.0606,10.1818,6966,0.4362
DecompDiff,All_12A,10.1818,10.303,6664,0.4173
DecompDiff,All_12A,10.303,10.4242,6441,0.4033
DecompDiff,All_12A,10.4242,10.5455,6339,0.3969
DecompDiff,All_12A,10.5455,10.6667,6085,0.381
DecompDiff,All_12A,10.6667,10.7879,5812,0.3639
DecompDiff,All_12A,10.7879,10.9091,5414,0.339
DecompDiff,All_12A,10.9091,11.0303,5277,0.3304
DecompDiff,All_12A,11.0303,11.1515,5075,0.3178
DecompDiff,All_12A,11.1515,11.2727,4774,0.2989
DecompDiff,All_12A,11.2727,11.3939,4518,0.2829
DecompDiff,All_12A,11.3939,11.5152,4489,0.2811
DecompDiff,All_12A,11.5152,11.6364,4123,0.2582
DecompDiff,All_12A,11.6364,11.7576,3924,0.2457
