benchmark	downstream_split	downstream_pid	downstream_chain	plinder_pid	plinder_entity	fident	qcov	tcov	alnlen	evalue	bits
id60	test	2qi0	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	test	2uwp	chain0	2xc5	1	1.000	1.000	0.975	235	1.058E-162	503
id60	test	2vqt	chain0	7op6	1	0.998	1.000	0.986	837	0.000E+00	1763
id60	test	2w67	chain0	7ou8	1	0.902	1.000	0.965	711	0.000E+00	1294
id60	test	2wc3	chain0	2j7c	1	0.995	1.000	0.949	444	9.720E-312	945
id60	test	2xht	chain0	3t10	1	1.000	1.000	0.934	213	5.227E-134	419
id60	test	2xj7	chain0	7ou8	1	0.897	1.000	0.966	712	0.000E+00	1279
id60	test	2xye	chain0	5ahc	1	1.000	1.000	1.000	99	3.831E-64	211
id60	test	2yfe	chain0	7e0a	1	0.960	1.000	0.982	275	3.448E-164	509
id60	test	3b4p	chain1	3cnm	1	1.000	1.000	0.854	158	7.534E-111	349
id60	test	3bft	chain0	3b7d	1	1.000	1.000	0.992	259	1.290E-172	533
id60	test	3bgz	chain0	6l11	1	0.978	1.000	0.945	273	7.046E-184	566
id60	test	3c2u	chain2	5zqx	1	0.617	0.998	0.983	536	1.376E-231	719
id60	test	3cdb	chain0	3cda	1	1.000	1.000	0.955	421	3.108E-279	850
id60	test	3cow	chain0	2a86	1	1.000	1.000	0.953	286	2.621E-178	551
id60	test	3coz	chain0	2a86	1	1.000	1.000	0.960	288	1.180E-179	555
id60	test	3cyw	chain0	7to5	1	0.989	1.000	1.000	99	1.152E-60	201
id60	test	3d0e	chain0	3e87	1	0.961	1.000	1.000	335	5.007E-216	662
id60	test	3d1x	chain0	3k4v	1	0.989	1.000	0.990	99	1.042E-61	204
id60	test	3d7z	chain0	3uvr	1	0.997	1.000	0.969	349	2.784E-235	719
id60	test	3d8z	chain0	8r5v	1	1.000	1.000	0.827	124	5.947E-80	258
id60	test	3da9	chain1	6fjt	2	1.000	1.000	1.000	251	2.484E-178	549
id60	test	3djx	chain0	1tq9	1	1.000	1.000	1.000	124	2.422E-81	262
id60	test	3ebl	chain0	3ed1	1	0.952	1.000	0.929	339	1.627E-219	672
id60	test	3el9	chain0	4f74	1	0.979	1.000	1.000	99	8.534E-64	210
id60	test	3gkz	chain0	4las	1	0.962	1.000	0.972	242	1.775E-147	459
id60	test	3gy3	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	3hmp	chain0	7cil	1	0.924	1.000	0.993	279	1.629E-169	524
id60	test	3i25	chain0	5qd9	1	0.961	1.000	0.965	388	1.625E-253	773
id60	test	3kmy	chain0	5qd9	1	1.000	1.000	0.983	395	7.895E-273	830
id60	test	3l3l	chain0	6ghk	1	1.000	1.000	0.978	350	2.287E-229	702
id60	test	3ldq	chain0	3fzh	1	1.000	1.000	0.990	377	1.845E-245	750
id60	test	3liw	chain0	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	test	3ljo	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	3ms9	chain0	3cs9	1	0.963	1.000	0.989	274	2.170E-178	550
id60	test	3nkk	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	3ocp	chain1	3ogj	1	1.000	1.000	0.921	128	2.418E-83	268
id60	test	3prs	chain0	3psy	1	1.000	1.000	1.000	330	6.866E-207	636
id60	test	3pwk	chain1	3q11	1	1.000	1.000	0.981	359	5.349E-233	713
id60	test	3q2j	chain1	3tm0	1	1.000	1.000	1.000	263	1.974E-178	550
id60	test	3qbc	chain0	4cyu	2	1.000	1.000	0.994	160	6.644E-105	332
id60	test	3qdd	chain0	4bqj	1	1.000	1.000	0.909	209	5.226E-132	413
id60	test	3qgw	chain0	4l7s	1	0.915	1.000	0.974	259	9.653E-158	489
id60	test	3r4m	chain0	4bqj	1	1.000	1.000	0.935	215	1.058E-135	424
id60	test	3r4p	chain0	3hyy	1	1.000	0.977	0.871	217	6.023E-137	428
id60	test	3rt8	chain0	4f29	1	1.000	1.000	1.000	258	3.003E-171	529
id60	test	3rux	chain0	4xtw	1	1.000	1.000	0.981	265	2.265E-169	524
id60	test	3s54	chain0	3s43	2	1.000	1.000	1.000	99	4.680E-62	205
id60	test	3sha	chain1	6fjt	2	1.000	1.000	1.000	251	2.484E-178	549
id60	test	3shc	chain1	6fjt	2	1.000	1.000	1.000	251	2.484E-178	549
id60	test	3slz	chain0	4exh	1	1.000	1.000	0.864	114	1.092E-76	248
id60	test	3suf	chain0	4k8b	1	0.863	0.926	0.972	176	7.410E-102	325
id60	test	3t1a	chain0	3lp0	1	0.992	1.000	0.991	558	0.000E+00	1144
id60	test	3tfu	chain0	4w1v	1	0.976	1.000	0.995	427	6.885E-277	843
id60	test	3u81	chain0	5k0l	1	1.000	1.000	0.995	218	1.054E-145	453
id60	test	3udh	chain0	4i0i	1	0.985	1.000	0.985	400	2.207E-269	820
id60	test	3vhc	chain0	3t10	1	1.000	1.000	0.947	216	4.987E-136	425
id60	test	3wzn	chain0	3wzo	1	1.000	1.000	0.961	124	5.947E-80	258
id60	test	3zm9	chain0	2ckq	1	0.983	1.000	0.923	360	5.925E-238	727
id60	test	3zt3	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id60	test	4a4q	chain0	5ahc	1	1.000	1.000	1.000	99	3.831E-64	211
id60	test	4a7i	chain1	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	test	4abd	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	4azb	chain0	4az7	1	0.955	1.000	0.982	425	8.610E-270	822
id60	test	4b3d	chain0	5qut	1	0.926	1.000	0.996	230	1.543E-130	409
id60	test	4b6o	chain0	4ciy	1	1.000	1.000	0.973	142	1.313E-88	284
id60	test	4b76	chain0	4b74	1	1.000	1.000	0.968	645	0.000E+00	1320
id60	test	4c1y	chain1	4d4u	1	1.000	1.000	0.997	314	9.699E-221	675
id60	test	4c6u	chain0	6p9k	1	1.000	1.000	1.000	414	5.621E-269	820
id60	test	4cfl	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	test	4cga	chain0	2ckq	1	0.983	1.000	0.923	360	5.925E-238	727
id60	test	4cj4	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id60	test	4cl6	chain1	4b8u	1	1.000	1.000	0.994	170	9.143E-115	361
id60	test	4crf	chain0	4d76	1	0.995	1.000	1.000	238	1.949E-165	511
id60	test	4cwp	chain0	2jjc	1	1.000	1.000	0.950	207	2.350E-131	411
id60	test	4daf	chain0	4nil	1	0.923	1.000	0.919	273	1.547E-158	492
id60	test	4djr	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	test	4djv	chain0	5qd9	1	1.000	1.000	0.970	390	1.830E-269	820
id60	test	4djx	chain0	5qd9	1	1.000	1.000	0.970	390	1.830E-269	820
id60	test	4dkr	chain0	8fa0	1	0.960	1.000	1.000	353	2.094E-233	713
id60	test	4dq2	chain0	8eni	1	1.000	1.000	0.979	322	2.469E-214	657
id60	test	4e1k	chain0	4kpx	1	1.000	1.000	0.987	450	1.136E-296	902
id60	test	4e5w	chain0	6sm8	1	0.966	1.000	1.000	302	3.872E-195	600
id60	test	4efk	chain0	2a86	1	0.968	1.000	0.963	289	9.258E-170	526
id60	test	4ej8	chain0	5vj3	1	1.000	1.000	1.000	99	4.680E-62	205
id60	test	4fev	chain0	4feu	1	0.985	1.000	0.982	267	1.357E-182	562
id60	test	4gkm	chain0	3qsa	1	1.000	1.000	0.918	346	4.779E-219	672
id60	test	4heg	chain0	7to5	1	0.989	1.000	1.000	99	2.322E-61	203
id60	test	4ij1	chain1	3qsa	1	0.971	1.000	0.918	346	8.278E-208	639
id60	test	4j93	chain0	4e91	1	1.000	1.000	1.000	146	7.330E-97	308
id60	test	4jia	chain0	4ji9	1	0.993	1.000	1.000	300	4.498E-205	629
id60	test	4jyc	chain1	8dpb	1	0.972	1.000	0.979	322	1.189E-192	594
id60	test	4jym	chain0	7k38	1	0.771	1.000	0.989	267	1.379E-141	444
id60	test	4k0o	chain0	1oio	1	0.977	1.000	0.983	175	3.612E-110	348
id60	test	4km2	chain0	5scm	1	1.000	1.000	0.888	159	1.162E-106	337
id60	test	4lm3	chain0	4msa	1	1.000	1.000	0.959	331	3.843E-231	706
id60	test	4lvt	chain0	7jgv	1	0.627	0.986	0.867	137	1.045E-56	192
id60	test	4m0y	chain0	4m15	1	1.000	1.000	0.978	263	3.996E-179	552
id60	test	4m8e	chain0	5z12	2	0.926	1.000	1.000	231	9.177E-137	427
id60	test	4mrg	chain0	5bzc	1	1.000	1.000	0.993	150	1.220E-101	322
id60	test	4nwc	chain0	4mh5	1	1.000	1.000	0.988	255	2.606E-171	529
id60	test	4ocq	chain0	4ocj	1	1.000	1.000	0.937	355	3.363E-236	722
id60	test	4ogj	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	test	4p3h	chain0	5uv3	1	1.000	1.000	0.984	190	1.683E-126	396
id60	test	4p6w	chain0	3bqd	1	0.972	1.000	0.988	252	1.961E-164	509
id60	test	4q1x	chain0	2qi6	1	0.989	1.000	1.000	99	1.720E-64	212
id60	test	4q4q	chain0	6yh2	1	0.983	1.000	0.964	374	2.952E-244	746
id60	test	4qf9	chain0	5mfq	1	1.000	1.000	0.973	250	1.347E-167	518
id60	test	4rdn	chain0	7z7b	1	1.000	1.000	0.892	149	6.981E-99	314
id60	test	4s1g	chain0	5t4s	1	1.000	1.000	1.000	339	6.742E-229	700
id60	test	4tun	chain0	4e3u	1	1.000	1.000	1.000	129	1.413E-89	286
id60	test	4tz2	chain0	6eps	1	0.992	1.000	1.000	130	1.605E-80	260
id60	test	4u0w	chain0	4u0v	1	1.000	1.000	0.988	243	1.013E-158	492
id60	test	4ury	chain1	6bvl	2	0.935	1.000	0.996	480	6.428E-294	894
id60	test	4uyf	chain0	6ddi	1	1.000	0.992	0.855	118	5.143E-79	255
id60	test	4w9f	chain2	8bdm	3	0.985	1.000	0.877	142	2.408E-89	286
id60	test	4wa9	chain0	4zog	1	1.000	1.000	0.975	276	2.900E-189	582
id60	test	4x5q	chain0	4x5q	1	1.000	1.000	0.988	158	3.621E-102	324
id60	test	4xtx	chain0	4xtw	1	1.000	1.000	0.985	266	4.806E-170	526
id60	test	4xty	chain0	4xtw	1	1.000	1.000	0.978	264	1.068E-168	522
id60	test	4xu2	chain0	4op0	1	0.992	1.000	0.985	264	5.787E-166	514
id60	test	4ybk	chain0	3f6x	1	0.956	1.000	0.972	278	2.072E-179	553
id60	test	5afv	chain0	2ckq	1	0.983	1.000	0.923	360	5.925E-238	727
id60	test	5anv	chain0	8i18	1	0.993	1.000	0.987	154	6.977E-101	320
id60	test	5bry	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	test	5caq	chain0	5hib	1	0.934	1.000	0.973	322	2.206E-196	604
id60	test	5cqt	chain0	7wjs	1	1.000	1.000	0.929	131	7.713E-89	284
id60	test	5cy9	chain0	7wjs	1	1.000	1.000	0.929	131	7.713E-89	284
id60	test	5dwr	chain0	6l11	1	0.996	1.000	0.948	274	2.402E-190	585
id60	test	5e74	chain0	5pba	1	1.000	1.000	0.841	116	2.681E-76	247
id60	test	5eq1	chain0	4qyd	1	0.991	1.000	0.957	112	1.978E-69	227
id60	test	5eu1	chain0	6y7h	1	1.000	1.000	0.934	113	7.653E-72	234
id60	test	5f62	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	test	5f63	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id60	test	5fhn	chain0	2aix	1	1.000	1.000	0.981	258	6.077E-172	531
id60	test	5g46	chain0	7ofi	1	1.000	1.000	0.925	246	1.477E-164	509
id60	test	5h1u	chain0	3o36	1	0.966	1.000	0.978	180	6.863E-120	376
id60	test	5h1v	chain0	3o36	1	0.928	1.000	0.989	182	1.056E-112	355
id60	test	5ha1	chain0	5h8t	1	1.000	1.000	1.000	140	2.992E-95	303
id60	test	5hrx	chain0	4q0o	1	1.000	1.000	0.887	110	3.995E-69	226
id60	test	5hz9	chain0	3wbg	1	1.000	1.000	0.882	135	1.254E-85	275
id60	test	5ia0	chain0	8xpv	1	0.919	1.000	0.938	286	1.710E-171	530
id60	test	5j27	chain0	2xdu	1	1.000	1.000	0.886	209	1.057E-132	415
id60	test	5jg1	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	test	5jy3	chain1	6k9g	1	0.945	1.000	0.876	240	6.024E-141	440
id60	test	5kad	chain0	7mn7	1	0.992	1.000	0.925	285	3.679E-191	588
id60	test	5kma	chain0	5km6	1	1.000	1.000	0.891	115	2.553E-76	247
id60	test	5l7h	chain0	6l88	1	0.991	0.992	0.988	248	2.720E-159	494
id60	test	5nk3	chain0	8xpv	1	0.975	1.000	0.944	288	2.400E-185	571
id60	test	5nk6	chain0	8xpv	1	0.972	1.000	0.957	292	2.294E-187	577
id60	test	5nk8	chain0	8xpv	1	0.917	1.000	0.951	290	1.794E-172	533
id60	test	5nkd	chain0	8xpv	1	0.966	1.000	0.974	297	4.872E-189	582
id60	test	5nkg	chain0	8xpv	1	1.000	1.000	0.957	292	7.136E-196	602
id60	test	5nkh	chain0	8xpv	1	1.000	1.000	0.967	295	6.822E-198	608
id60	test	5nzf	chain0	4b7q	1	0.994	1.000	0.825	387	3.112E-279	848
id60	test	5o5a	chain0	5ev9	1	1.000	1.000	0.974	113	9.327E-70	228
id60	test	5oh9	chain0	8ou9	1	1.000	1.000	1.000	106	4.034E-75	243
id60	test	5os7	chain0	5ctp	1	1.000	1.000	0.923	325	2.275E-225	689
id60	test	5osl	chain0	8aek	1	1.000	1.000	1.000	328	4.837E-227	694
id60	test	5ota	chain0	5ovz	1	1.000	1.000	0.958	254	1.627E-167	518
id60	test	5otc	chain0	5ovz	1	1.000	1.000	0.966	256	1.628E-168	521
id60	test	5sz2	chain0	6ouh	1	1.000	1.000	1.000	257	6.085E-180	554
id60	test	5u0z	chain0	5u0v	1	0.964	1.000	0.993	282	1.175E-171	531
id60	test	5uez	chain0	5ueo	1	1.000	1.000	1.000	109	2.560E-73	238
id60	test	5v0n	chain0	4gmi	1	0.958	1.000	0.990	387	3.605E-252	769
id60	test	5vja	chain0	2j90	1	0.981	1.000	0.891	271	8.862E-172	531
id60	test	5wp5	chain0	5wp4	1	0.855	0.998	0.986	484	1.944E-288	879
id60	test	5wyz	chain0	6zjz	1	0.952	1.000	0.983	787	0.000E+00	1499
id60	test	5xvg	chain0	7cmb	1	0.996	1.000	1.000	293	4.885E-192	591
id60	test	5y12	chain0	8wdx	1	1.000	1.000	0.895	136	2.411E-87	280
id60	test	6b7b	chain1	6ccs	1	1.000	1.000	0.981	158	3.988E-101	321
id60	test	6c0s	chain0	5qtv	1	1.000	1.000	0.975	238	6.933E-169	521
id60	test	6ce6	chain0	5wpb	1	1.000	1.000	0.990	101	9.450E-72	233
id60	test	6ced	chain0	5wpb	1	1.000	1.000	0.971	99	2.106E-70	229
id60	test	6cks	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id60	test	6ckw	chain1	6ccs	1	1.000	1.000	0.988	159	8.452E-102	323
id60	test	6e7j	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	test	6e9a	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	test	6elp	chain0	2jjc	1	1.000	1.000	0.950	207	2.350E-131	411
id60	test	6eog	chain0	6q0q	1	1.000	0.993	0.986	137	2.186E-89	286
id60	test	6epz	chain0	6eq0	1	1.000	1.000	0.984	672	0.000E+00	1417
id60	test	6eq8	chain0	6eq0	1	1.000	1.000	0.981	670	0.000E+00	1412
id60	test	6ey9	chain0	2jjc	1	0.995	1.000	0.954	208	5.745E-130	407
id60	test	6fba	chain0	7zea	1	0.981	1.000	0.937	327	9.133E-208	638
id60	test	6fnr	chain0	4pip	1	0.990	1.000	0.997	322	4.509E-207	636
id60	test	6gf9	chain0	7kot	1	1.000	1.000	0.994	161	1.707E-103	328
id60	test	6gjl	chain0	4n1q	1	1.000	1.000	1.000	165	4.310E-112	353
id60	test	6gl9	chain0	7apf	1	1.000	1.000	0.993	292	5.922E-198	608
id60	test	6guh	chain0	3r1q	1	0.946	1.000	0.980	300	2.518E-186	574
id60	test	6h8s	chain0	6h8r	1	0.944	0.986	0.941	287	1.727E-185	572
id60	val	188l	chain0	182l	1	1.000	1.000	0.988	162	3.619E-104	330
id60	val	1c5s	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	1d4k	chain0	4f74	1	0.969	1.000	1.000	99	1.276E-58	195
id60	val	1d7i	chain0	6oqa	1	1.000	1.000	0.991	107	6.299E-71	231
id60	val	1f8b	chain0	1f8c	1	1.000	1.000	1.000	388	5.491E-282	856
id60	val	1gpn	chain0	5e4j	1	0.994	1.000	1.000	532	0.000E+00	1118
id60	val	1h1s	chain0	3tnw	1	0.996	1.000	0.990	297	3.073E-199	612
id60	val	1h2t	chain0	5oob	1	0.921	1.000	0.987	762	0.000E+00	1429
id60	val	1hxb	chain0	1odw	1	1.000	1.000	1.000	99	3.831E-64	211
id60	val	1i5r	chain0	3klp	1	1.000	1.000	0.872	285	2.639E-186	574
id60	val	1iiq	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	val	1k1l	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	1kav	chain0	8g65	1	1.000	1.000	0.997	297	2.551E-201	618
id60	val	1loq	chain0	3wjx	1	0.995	1.000	0.829	209	1.057E-132	415
id60	val	1lpk	chain0	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	val	1lzq	chain0	1wbk	1	0.969	1.000	1.000	99	9.431E-63	207
id60	val	1nvr	chain0	6fc8	1	0.974	1.000	0.982	271	1.716E-180	556
id60	val	1nw4	chain0	8w7h	1	1.000	1.000	0.964	243	1.281E-164	509
id60	val	1o2h	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	1o2o	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	1o36	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	1q8u	chain0	8sf8	1	0.991	1.000	0.975	344	6.458E-232	709
id60	val	1qkt	chain0	6b0f	1	1.000	1.000	0.976	248	2.595E-159	494
id60	val	1u33	chain0	6obx	1	1.000	0.998	0.998	495	0.000E+00	1083
id60	val	1ugx	chain0	5jm1	1	0.992	1.000	1.000	133	2.085E-87	280
id60	val	1v0l	chain0	2g3j	1	0.903	1.000	0.965	302	5.332E-187	577
id60	val	1w3j	chain0	2j7c	1	1.000	1.000	0.947	443	3.814E-314	952
id60	val	1y6r	chain0	3o4v	1	1.000	1.000	1.000	234	3.121E-150	467
id60	val	1zp8	chain0	6ops	1	0.989	1.000	1.000	99	1.901E-63	209
id60	val	2aac	chain0	2arc	1	1.000	0.994	0.988	162	1.452E-114	360
id60	val	2b7d	chain1	5pan	2	1.000	1.000	1.000	254	1.555E-176	544
id60	val	2boh	chain1	2xc5	1	1.000	1.000	0.975	235	1.058E-162	503
id60	val	2brb	chain0	6fc8	1	0.989	1.000	0.996	275	6.431E-187	575
id60	val	2bz6	chain0	5pan	2	1.000	1.000	1.000	254	1.555E-176	544
id60	val	2cbv	chain0	2j7c	1	0.997	1.000	0.949	444	9.291E-313	948
id60	val	2d3z	chain0	3udl	1	0.994	1.000	0.977	563	0.000E+00	1148
id60	val	2epn	chain0	5ac5	1	0.725	0.997	0.960	623	2.450E-313	960
id60	val	2ha6	chain0	2ha6	1	0.988	1.000	0.998	542	0.000E+00	1115
id60	val	2iwx	chain0	2bre	1	1.000	1.000	0.977	214	1.339E-132	415
id60	val	2izl	chain2	6avk	1	1.000	1.000	0.992	122	1.325E-78	254
id60	val	2j4i	chain0	2pr3	1	0.991	1.000	1.000	234	2.705E-159	493
id60	val	2j7d	chain0	2j7c	1	0.986	1.000	0.947	443	2.706E-306	929
id60	val	2j7h	chain0	2j7c	1	0.988	1.000	0.947	443	5.746E-307	931
id60	val	2jkh	chain0	2pr3	1	0.995	1.000	1.000	234	2.464E-161	499
id60	val	2nmz	chain0	7to5	1	0.989	1.000	1.000	99	2.322E-61	203
id60	val	2nnd	chain0	1znd	1	0.954	1.000	0.885	154	2.645E-92	295
id60	val	2nta	chain0	8g65	1	0.996	1.000	0.997	297	5.668E-201	617
id60	val	2p7a	chain0	6k3n	1	1.000	1.000	0.982	223	1.948E-141	441
id60	val	2q7q	chain3	2agw	2	1.000	1.000	0.992	358	3.410E-246	751
id60	val	2qhy	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	val	2qi1	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	val	2qi7	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	val	2qrk	chain0	3uh1	1	0.997	1.000	0.979	365	1.154E-244	747
id60	val	2qzr	chain0	6yh2	1	0.965	1.000	0.959	372	4.055E-236	722
id60	val	2vb8	chain0	3u0f	1	0.605	0.998	0.983	404	1.301E-147	469
id60	val	2vmf	chain0	2vr4	1	0.997	1.000	0.989	837	0.000E+00	1756
id60	val	2vw5	chain0	2bre	1	1.000	1.000	0.977	214	1.339E-132	415
id60	val	2vwl	chain0	2xc5	1	0.995	1.000	0.975	235	5.227E-162	501
id60	val	2wc4	chain0	2j7c	1	1.000	1.000	0.947	443	3.814E-314	952
id60	val	2xd9	chain3	1j2y	1	1.000	1.000	0.916	153	2.074E-97	310
id60	val	2xdl	chain0	2xdu	1	1.000	1.000	0.881	208	4.985E-132	413
id60	val	2ya6	chain0	2ya5	1	1.000	1.000	0.953	470	0.000E+00	989
id60	val	2yb0	chain1	2cje	1	1.000	1.000	0.981	263	1.292E-174	539
id60	val	2yki	chain0	2yk2	1	1.000	1.000	0.990	207	2.350E-131	411
id60	val	2z1w	chain0	2pwv	1	0.970	1.000	0.966	373	3.879E-238	728
id60	val	2z4o	chain0	7to5	1	1.000	1.000	1.000	99	4.680E-62	205
id60	val	2zdl	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	2zfp	chain1	6fjt	2	1.000	1.000	1.000	251	2.484E-178	549
id60	val	2zq2	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	2zx7	chain0	1odu	1	1.000	1.000	0.984	442	8.597E-322	974
id60	val	3b24	chain0	2xdu	1	1.000	1.000	0.886	209	1.057E-132	415
id60	val	3b26	chain0	2xdu	1	1.000	1.000	0.886	209	1.057E-132	415
id60	val	3bgb	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	val	3bqc	chain0	8c5q	1	1.000	1.000	0.914	328	4.408E-228	697
id60	val	3c79	chain3	4frr	1	1.000	1.000	0.914	212	4.305E-144	448
id60	val	3ccz	chain0	3cda	1	1.000	1.000	0.952	420	3.252E-278	847
id60	val	3e5u	chain1	3e6b	1	1.000	1.000	0.880	220	1.274E-144	450
id60	val	3el1	chain0	4f74	1	1.000	1.000	1.000	99	1.720E-64	212
id60	val	3fur	chain0	4ci5	1	0.941	1.000	1.000	272	1.867E-158	492
id60	val	3fv1	chain0	3fvo	1	1.000	1.000	1.000	256	1.119E-172	533
id60	val	3g0e	chain0	6itt	1	1.000	0.985	0.988	327	3.809E-223	683
id60	val	3g0w	chain0	1t73	1	1.000	1.000	0.926	249	1.284E-167	518
id60	val	3g1v	chain0	3g24	1	0.995	1.000	0.934	213	2.139E-135	423
id60	val	3g34	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id60	val	3ga5	chain0	3gbp	1	1.000	1.000	0.993	305	4.476E-199	612
id60	val	3gjw	chain0	6ghk	1	1.000	1.000	0.978	350	2.287E-229	702
id60	val	3gy2	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	3h30	chain0	8p07	1	1.000	1.000	0.985	333	4.223E-231	706
id60	val	3hv8	chain0	3hv8	1	0.979	1.000	0.922	247	3.126E-154	479
id60	val	3i5z	chain0	5v60	1	0.945	1.000	0.983	350	1.066E-219	673
id60	val	3ime	chain0	2a86	1	0.986	1.000	0.953	286	1.557E-173	537
id60	val	3iod	chain0	2a86	1	0.968	1.000	0.950	285	4.569E-167	518
id60	val	3iph	chain0	6zqs	1	0.988	1.000	0.964	349	3.670E-231	707
id60	val	3isj	chain0	2a86	1	1.000	1.000	0.957	287	5.561E-179	553
id60	val	3jyr	chain0	4khz	1	0.943	1.000	0.974	370	1.924E-241	738
id60	val	3kdm	chain1	8as0	2	0.932	0.996	0.969	222	1.472E-127	401
id60	val	3l4x	chain0	2qmj	1	0.998	1.000	0.993	864	0.000E+00	1839
id60	val	3l4y	chain0	2qmj	1	0.998	1.000	0.993	864	0.000E+00	1839
id60	val	3lgs	chain0	2h8g	1	1.000	1.000	0.921	246	5.765E-158	490
id60	val	3lpk	chain0	5qd9	1	1.000	1.000	0.970	390	1.830E-269	820
id60	val	3m35	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	val	3nex	chain0	8pm8	1	1.000	1.000	0.913	116	3.266E-74	241
id60	val	3p3r	chain2	8aww	1	1.000	1.000	1.000	116	3.266E-74	241
id60	val	3pd9	chain1	2aix	1	1.000	1.000	0.989	260	2.736E-173	535
id60	val	3ppm	chain0	3k83	1	1.000	1.000	0.953	546	0.000E+00	1109
id60	val	3qfz	chain0	3qg0	1	1.000	1.000	0.976	822	0.000E+00	1725
id60	val	3qqs	chain0	3qsa	1	1.000	1.000	0.918	346	4.779E-219	672
id60	val	3rtf	chain0	2aix	1	1.000	1.000	0.981	258	6.077E-172	531
id60	val	3si3	chain1	6fjt	2	1.000	1.000	1.000	251	2.484E-178	549
id60	val	3sr4	chain0	5mvs	1	1.000	1.000	0.982	328	2.389E-226	692
id60	val	3suu	chain0	3gh5	1	0.971	1.000	0.989	519	0.000E+00	1030
id60	val	3t0x	chain0	5acl	1	0.657	0.964	0.964	107	8.415E-38	136
id60	val	3t70	chain0	1vyq	1	0.892	1.000	0.965	167	8.254E-89	285
id60	val	3u8k	chain0	8p11	1	1.000	1.000	0.882	209	6.586E-138	430
id60	val	3upk	chain0	3swi	1	0.997	1.000	1.000	419	1.504E-268	819
id60	val	3v51	chain0	4tzr	1	0.987	1.000	0.961	465	1.727E-296	902
id60	val	3vw1	chain0	6ko7	1	1.000	1.000	0.948	184	7.293E-116	365
id60	val	4a4v	chain0	4r2u	1	0.960	1.000	1.000	275	3.448E-164	509
id60	val	4a6l	chain0	2bm2	1	1.000	1.000	0.992	243	4.552E-176	542
id60	val	4a95	chain0	5o4v	1	1.000	1.000	0.997	384	2.889E-261	796
id60	val	4abg	chain0	3tpi	1	0.995	1.000	0.974	223	1.160E-146	456
id60	val	4acc	chain0	7oy5	1	1.000	1.000	1.000	351	2.541E-237	725
id60	val	4alx	chain0	8q1t	1	1.000	1.000	0.995	205	3.254E-135	422
id60	val	4arb	chain0	1q84	1	0.987	1.000	0.934	542	0.000E+00	1113
id60	val	4b32	chain0	5qut	1	0.956	1.000	0.996	230	2.244E-138	432
id60	val	4b35	chain0	5qut	1	0.956	1.000	0.996	230	2.244E-138	432
id60	val	4b7p	chain0	3t10	1	1.000	1.000	0.939	214	1.109E-134	421
id60	val	4bc5	chain0	4bc2	1	1.000	1.000	0.974	524	0.000E+00	1075
id60	val	4c52	chain0	7jgv	1	1.000	1.000	0.918	145	1.712E-95	304
id60	val	4cjq	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id60	val	4crl	chain0	5hnb	1	0.936	1.000	0.978	362	7.397E-228	697
