pdb_id,required_split,reasons
5ct2,val,binding_affinity_val
5cu2,val,binding_affinity_val
5cu4,val,binding_affinity_val
5d24,test,binding_affinity_test
5d25,test,binding_affinity_test
5d26,test,binding_affinity_test
5d3h,test,binding_affinity_test
5d3j,test,binding_affinity_test
5d3l,test,binding_affinity_test
5d3n,test,binding_affinity_test
5d3p,test,binding_affinity_test
5d3s,test,binding_affinity_test
5d3t,test,binding_affinity_test
5d7n,test,crossdocked2020_test_receptor
5dex,test,binding_affinity_test
5dgz,test,binding_affinity_test
5dhj,test,binding_affinity_test
5dia,test,binding_affinity_test
5dit,test,binding_affinity_test
5diu,test,binding_affinity_test
5div,test,binding_affinity_test
5dlx,test,binding_affinity_test
5dlz,test,binding_affinity_test
5dqc,test,binding_affinity_test
5dtm,val,binding_affinity_val
5dwr,test,binding_affinity_test
5dx3,val,binding_affinity_val
5dxb,val,binding_affinity_val
5dyo,val,binding_affinity_val
5e1s,val,binding_affinity_val
5e2v,val,binding_affinity_val
5e2w,val,binding_affinity_val
5edq,test,binding_affinity_test
5edr,test,binding_affinity_test
5eeq,val,binding_affinity_val
5eg4,test,binding_affinity_test
5egu,test,binding_affinity_test
5eis,test,binding_affinity_test
5ejl,test,binding_affinity_test
5ek9,val,binding_affinity_val
5ekn,val,binding_affinity_val
5elv,test,binding_affinity_test
5em5,test,binding_affinity_test
5em6,test,binding_affinity_test
5em7,test,binding_affinity_test
5en3,val,binding_affinity_val
5eng,test,binding_affinity_test
5eom,test,binding_affinity_test
5ep7,test,binding_affinity_test
5erg,val,binding_affinity_val
5eu1,val,binding_affinity_val
5euk,val,binding_affinity_val
5ew9,test,binding_affinity_test
5ewk,test,binding_affinity_test
5ewy,test,binding_affinity_test
5exw,val,binding_affinity_val
5ey4,val,binding_affinity_val
5f1h,val,binding_affinity_val
5f1x,val,binding_affinity_val
5f25,val,binding_affinity_val
5f2k,val,binding_affinity_val
5f2p,val,binding_affinity_val
5f5z,test,binding_affinity_test
5f60,test,binding_affinity_test
5f61,test,binding_affinity_test
5f62,test,binding_affinity_test
5f63,test,binding_affinity_test
5fcz,test,binding_affinity_test
5fhm,val,binding_affinity_val
5fhn,test,binding_affinity_test
5fho,val,binding_affinity_val
5fky,test,binding_affinity_test
5fl0,test,binding_affinity_test
5fl1,test,binding_affinity_test
5fnc,test,binding_affinity_test
5fnd,test,binding_affinity_test
5fnf,test,binding_affinity_test
5fot,test,binding_affinity_test
5fsl,test,binding_affinity_test
5fsm,test,binding_affinity_test
5fsn,test,binding_affinity_test
5fso,test,binding_affinity_test
5fto,val,binding_affinity_val
5h5f,val,binding_affinity_val
5h85,test,binding_affinity_test
5h8b,val,binding_affinity_val
5h8e,val,binding_affinity_val
5h8g,val,binding_affinity_val
5hcv,val,binding_affinity_val
5hcx,test,binding_affinity_test
5hcy,test,binding_affinity_test
5hd0,test,binding_affinity_test
5hdu,test,binding_affinity_test
5hdv,test,binding_affinity_test
5hdx,test,binding_affinity_test
5hdz,test,binding_affinity_test
5he4,test,binding_affinity_test
5he5,test,binding_affinity_test
5he7,test,binding_affinity_test
5hes,test,binding_affinity_test
5hgc,val,binding_affinity_val
5hpm,val,binding_affinity_val
5htb,test,binding_affinity_test
5htc,test,binding_affinity_test
5htl,test,binding_affinity_test
5htz,test,binding_affinity_test
5hu0,test,binding_affinity_test
5hu1,test,binding_affinity_test
5hu9,test,binding_affinity_test
5hvu,test,binding_affinity_test
5hyq,val,binding_affinity_val
5hyr,val,binding_affinity_val
5i0b,test,crossdocked2020_test_receptor
5i3v,test,binding_affinity_test
5i3w,test,binding_affinity_test
5i3x,test,binding_affinity_test
5i3y,test,binding_affinity_test
5i7y,test,binding_affinity_test
5i80,test,binding_affinity_test
5i88,test,binding_affinity_test
5i8g,val,binding_affinity_val
5i9x,val,binding_affinity_val
5i9y,test,binding_affinity_test
5i9z,val,binding_affinity_val
5ia0,val,binding_affinity_val
5ia1,test,binding_affinity_test
5ia2,val,binding_affinity_val
5ia3,val,binding_affinity_val
5ia4,val,binding_affinity_val
5ia5,val,binding_affinity_val
5icx,val,binding_affinity_val
5icy,val,binding_affinity_val
5id0,val,binding_affinity_val
5ie1,test,binding_affinity_test
5igk,test,binding_affinity_test
5igl,test,binding_affinity_test
5ihh,val,binding_affinity_val
5iis,test,binding_affinity_test
5ikb,val,binding_affinity_val
5in9,val,binding_affinity_val
5ipj,test,binding_affinity_test
5iug,val,binding_affinity_val
5iv2,val,binding_affinity_val
5ivn,val,binding_affinity_val
5ivz,val,binding_affinity_val
5izf,test,binding_affinity_test
5izj,test,binding_affinity_test
5j0d,test,binding_affinity_test
5j20,test,binding_affinity_test
5j27,test,binding_affinity_test
5j5r,test,binding_affinity_test
5j64,test,binding_affinity_test
5j6l,test,binding_affinity_test
5j6m,test,binding_affinity_test
5j6n,test,binding_affinity_test
5j74,val,binding_affinity_val
5j82,test,binding_affinity_test
5j86,test,binding_affinity_test
5j8u,val,binding_affinity_val
5j9x,test,binding_affinity_test
5jq5,test,binding_affinity_test
5jq8,test,binding_affinity_test
5jy3,test,binding_affinity_test
5k03,val,binding_affinity_val
5k4z,test,binding_affinity_test
5khd,test,binding_affinity_test
5kks,test,binding_affinity_test
5kkt,test,binding_affinity_test
5kq5,test,binding_affinity_test
5kz0,val,binding_affinity_val
5l1v,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
5l2w,val,binding_affinity_val
5l3a,test,binding_affinity_test
5l4f,val,binding_affinity_val
5l4i,test,binding_affinity_test
5l7e,val,binding_affinity_val
5l7g,val,binding_affinity_val
5l7h,val,binding_affinity_val
5liu,test,crossdocked2020_test_receptor
5ljj,test,binding_affinity_test
5lny,test,binding_affinity_test
5lpj,test,binding_affinity_test
5lpk,test,binding_affinity_test
5lpl,test,binding_affinity_test
5lpm,test,binding_affinity_test
5lud,val,binding_affinity_val
5luu,test,binding_affinity_test
5lvl,test,binding_affinity_test
5lvn,test,binding_affinity_test
5lwm,val,binding_affinity_val
5lxb,test,binding_affinity_test
5lxc,test,crossdocked2020_test_ligand_source
5m2v,val,binding_affinity_val
5m44,val,binding_affinity_val
5m4c,val,binding_affinity_val
5m4f,val,binding_affinity_val
5m4i,val,binding_affinity_val
5m4u,val,binding_affinity_val
5m56,val,binding_affinity_val
5m63,val,binding_affinity_val
5mes,val,binding_affinity_val
5mev,val,binding_affinity_val
5mf6,test,binding_affinity_test
5mg2,val,binding_affinity_val
5mgl,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
5mi5,test,binding_affinity_test
5mi7,test,binding_affinity_test
5mkr,val,binding_affinity_val
5mks,val,binding_affinity_val
5mma,test,crossdocked2020_test_receptor
5mme,test,binding_affinity_test
5mmg,test,binding_affinity_test
5mn1,test,binding_affinity_test
5mnb,test,binding_affinity_test
5mnc,test,binding_affinity_test
5mnn,test,binding_affinity_test
5mno,test,binding_affinity_test
5mo8,val,binding_affinity_val
5mpk,test,binding_affinity_test
5mpn,test,binding_affinity_test
5mpz,test,binding_affinity_test
5mql,test,binding_affinity_test
5mqt,test,binding_affinity_test
5mrb,test,binding_affinity_test
5mtx,val,binding_affinity_val
5mty,val,binding_affinity_val
5mw4,val,binding_affinity_val
5mwp,val,binding_affinity_val
5mwy,val,binding_affinity_val
5myk,val,binding_affinity_val
5myo,val,binding_affinity_val
5myx,val,binding_affinity_val
5n7v,test,binding_affinity_test
5n93,test,binding_affinity_test
5n9k,val,binding_affinity_val
5n9l,val,binding_affinity_val
5n9n,val,binding_affinity_val
5n9s,test,binding_affinity_test
5na0,test,binding_affinity_test
5nad,test,binding_affinity_test
5nbw,val,binding_affinity_val
5neb,test,binding_affinity_test
5nf5,test,binding_affinity_test
5nf6,val,binding_affinity_val
5ng9,test,binding_affinity_test
5ngz,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
5nih,test,binding_affinity_test
5njz,val,binding_affinity_val
5nk2,val,binding_affinity_val
5nk3,val,binding_affinity_val
5nk4,val,binding_affinity_val
5nk6,val,binding_affinity_val
5nk7,val,binding_affinity_val
5nk8,val,binding_affinity_val
5nk9,val,binding_affinity_val
5nka,val,binding_affinity_val
5nkb,val,binding_affinity_val
5nkc,val,binding_affinity_val
5nkd,val,binding_affinity_val
5nkg,val,binding_affinity_val
5nkh,val,binding_affinity_val
5nki,val,binding_affinity_val
5nlk,test,binding_affinity_test
5nne,test,binding_affinity_test
5ntt,test,binding_affinity_test
5nu3,test,binding_affinity_test
5nu5,test,binding_affinity_test
5ny6,test,binding_affinity_test
5nyh,test,binding_affinity_test
5nze,test,binding_affinity_test
5nzf,test,binding_affinity_test
5nzn,test,binding_affinity_test
5o4f,test,binding_affinity_test
5o87,test,binding_affinity_test
5o91,test,binding_affinity_test
5oaj,test,binding_affinity_test
5obg,test,binding_affinity_test
5oci,test,binding_affinity_test
5odx,test,binding_affinity_test
5ofu,test,binding_affinity_test
5oot,test,binding_affinity_test
5op2,test,binding_affinity_test
5op4,test,binding_affinity_test
5op5,test,binding_affinity_test
5opb,test,binding_affinity_test
5opr,test,binding_affinity_test
5ops,test,binding_affinity_test
5opu,test,binding_affinity_test
5opv,test,binding_affinity_test
5oq5,test,binding_affinity_test
5oq6,test,binding_affinity_test
5oq7,test,binding_affinity_test
5oq8,test,binding_affinity_test
5oqu,val,binding_affinity_val
5orh,val,binding_affinity_val
5ork,val,binding_affinity_val
5orr,test,binding_affinity_test
5ort,test,binding_affinity_test
5orv,test,binding_affinity_test
5orw,test,binding_affinity_test
5ory,test,binding_affinity_test
5orz,test,binding_affinity_test
5os0,test,binding_affinity_test
5os1,test,binding_affinity_test
5os2,test,binding_affinity_test
5os3,test,binding_affinity_test
5os4,test,binding_affinity_test
5os5,test,binding_affinity_test
5os7,val,binding_affinity_val
5os8,val,binding_affinity_val
5osd,test,binding_affinity_test
5ose,test,binding_affinity_test
5osl,val,binding_affinity_val
5otz,val,binding_affinity_val
5oul,val,binding_affinity_val
5q0k,test,crossdocked2020_test_receptor
5q0q,test,crossdocked2020_test_ligand_source
5sz2,test,binding_affinity_test
5t18,val,binding_affinity_val
5t1k,val,binding_affinity_val
5t1l,val,binding_affinity_val
5t1m,val,binding_affinity_val
5t78,val,binding_affinity_val
5t9u,val,binding_affinity_val
5t9w,val,binding_affinity_val
5t9z,val,binding_affinity_val
5ta2,val,binding_affinity_val
5ta4,val,binding_affinity_val
5tb6,test,binding_affinity_test
5tbe,val,binding_affinity_val
5tco,val,binding_affinity_val
5tjn,test,crossdocked2020_test_receptor
5tmp,val,binding_affinity_val
5tp0,val,binding_affinity_val
5tpx,test,binding_affinity_test
5trf,val,binding_affinity_val
5twj,val,binding_affinity_val
5tzd,test,binding_affinity_test
5tzf,val,binding_affinity_val
5tzg,test,binding_affinity_test
5u28,test,binding_affinity_test
5u49,test,binding_affinity_test
5u4b,val,binding_affinity_val
5u4d,val,binding_affinity_val
5u4x,val,binding_affinity_val
5uc1,val,binding_affinity_val
5uc4,val,binding_affinity_val
5uch,val,binding_affinity_val
5uci,val,binding_affinity_val
5ucj,val,binding_affinity_val
5ufs,val,binding_affinity_val
5uga,val,binding_affinity_val
5ugb,test,binding_affinity_test
5ula,test,binding_affinity_test
5umx,val,binding_affinity_val
5umy,val,binding_affinity_val
5unp,val,binding_affinity_val
5uoo,test,binding_affinity_test
5usy,test,binding_affinity_test
5usz,test,binding_affinity_test
5ut0,test,binding_affinity_test
5ut4,test,binding_affinity_test
5ut6,test,binding_affinity_test
5uzj,test,binding_affinity_test
5uzk,test,binding_affinity_test
5v0n,test,binding_affinity_test
5v5y,test,binding_affinity_test
5v82,test,binding_affinity_test
5vb5,test,binding_affinity_test
5vb6,test,binding_affinity_test
5vb7,test,binding_affinity_test
5vc3,test,binding_affinity_test
5vc4,test,binding_affinity_test
5vc5,test,binding_affinity_test
5vc6,test,binding_affinity_test
5vcv,test,binding_affinity_test
5vcw,test,binding_affinity_test
5vcx,test,binding_affinity_test
5vcy,test,binding_affinity_test
5vcz,test,binding_affinity_test
5vd0,test,binding_affinity_test
5vd1,test,binding_affinity_test
5vd2,test,binding_affinity_test
5vd3,test,binding_affinity_test
5vdk,test,binding_affinity_test
5vef,test,crossdocked2020_test_ligand_source
5vih,test,binding_affinity_test
5vii,test,binding_affinity_test
5vja,val,binding_affinity_val
5vl2,val,binding_affinity_val
5vm0,val,binding_affinity_val
5vyy,test,binding_affinity_test
5w2g,test,crossdocked2020_test_receptor
5w2i,test,crossdocked2020_test_ligand_source
5w5u,val,binding_affinity_val
5w5v,test,binding_affinity_test
5w6i,val,binding_affinity_val
5w6r,val,binding_affinity_val
5w6t,val,binding_affinity_val
5w6u,val,binding_affinity_val
5wa5,test,binding_affinity_test
5wal,val,binding_affinity_val
5wev,test,binding_affinity_test
5wij,test,binding_affinity_test
5win,test,binding_affinity_test
5wmg,test,binding_affinity_test
5wmt,val,binding_affinity_val
5wp5,val,binding_affinity_val
5wrs,test,binding_affinity_test
5wxf,test,binding_affinity_test
5wxo,test,binding_affinity_test
5wxp,test,binding_affinity_test
5x62,val,binding_affinity_val
5x8f,test,crossdocked2020_test_ligand_source
5xhs,val,binding_affinity_val
5xsr,test,binding_affinity_test
5xsu,test,binding_affinity_test
5y7z,test,binding_affinity_test
5y80,test,binding_affinity_test
5ya5,val,binding_affinity_val
5ylu,test,binding_affinity_test
5yqx,test,binding_affinity_test
5za7,test,binding_affinity_test
5za8,test,binding_affinity_test
5zae,test,binding_affinity_test
5zaf,test,binding_affinity_test
5zag,test,binding_affinity_test
5zah,test,binding_affinity_test
5zaj,test,binding_affinity_test
5zc5,test,binding_affinity_test
5zhl,val,binding_affinity_val
5zia,val,binding_affinity_val
5zzw,val,binding_affinity_val
6ajv,test,binding_affinity_test
6aol,val,binding_affinity_val
6aom,val,binding_affinity_val
6apt,test,binding_affinity_test
6aqo,test,binding_affinity_test
6arj,val,binding_affinity_val
6au5,val,binding_affinity_val
6axk,val,binding_affinity_val
6axp,val,binding_affinity_val
6ayn,val,binding_affinity_val
6azk,val,binding_affinity_val
6azl,val,binding_affinity_val
6b2p,val,binding_affinity_val
6b5r,val,binding_affinity_val
6b5t,val,binding_affinity_val
6b7b,val,binding_affinity_val
6b8y,test,binding_affinity_test
6baw,val,binding_affinity_val
6bdy,val,binding_affinity_val
6bhv,val,binding_affinity_val
6bm5,val,binding_affinity_val
6bm6,val,binding_affinity_val
6bny,test,binding_affinity_test
6bod,test,binding_affinity_test
6c2r,test,binding_affinity_test
6c7r,val,binding_affinity_val
6c91,val,binding_affinity_val
6c9s,val,binding_affinity_val
6c9v,val,binding_affinity_val
6cex,val,binding_affinity_val
6cf5,val,binding_affinity_val
6chh,val,binding_affinity_val
6cjr,val,binding_affinity_val
6cjs,val,binding_affinity_val
6cpw,val,binding_affinity_val
6d28,val,binding_affinity_val
6df1,val,binding_affinity_val
6df2,val,binding_affinity_val
6dhc,test,binding_affinity_test
6dkb,test,binding_affinity_test
6dkg,test,binding_affinity_test
6dki,test,binding_affinity_test
6dl2,test,binding_affinity_test
6dne,test,binding_affinity_test
6dxl,test,binding_affinity_test
6e4u,test,binding_affinity_test
6e4w,test,binding_affinity_test
6e7r,test,binding_affinity_test
6e7t,test,binding_affinity_test
6e7u,test,binding_affinity_test
6ei5,test,binding_affinity_test
6eif,test,binding_affinity_test
6eij,test,binding_affinity_test
6eil,test,binding_affinity_test
6eip,test,binding_affinity_test
6eiq,test,binding_affinity_test
6eir,val,binding_affinity_val
6eis,test,binding_affinity_test
6ej4,test,binding_affinity_test
6el5,test,binding_affinity_test
6eln,test,binding_affinity_test
6elo,test,binding_affinity_test
6elp,test,binding_affinity_test
6eq2,test,binding_affinity_test
6eq3,test,binding_affinity_test
6eq5,test,binding_affinity_test
6eq7,test,binding_affinity_test
6ey8,test,binding_affinity_test
6ey9,test,binding_affinity_test
6eya,test,binding_affinity_test
6eyb,test,binding_affinity_test
6f1n,test,binding_affinity_test
6f20,test,binding_affinity_test
6f28,val,binding_affinity_val
6f29,val,binding_affinity_val
6fcj,test,binding_affinity_test
6fcl,test,binding_affinity_test
6fnf,val,binding_affinity_val
6fng,val,binding_affinity_val
6fni,val,binding_affinity_val
6fnj,val,binding_affinity_val
6fs0,val,binding_affinity_val
6fsy,test,binding_affinity_test
6fz4,val,binding_affinity_val
6g0q,test,binding_affinity_test
6g36,test,binding_affinity_test
6g37,test,binding_affinity_test
6g38,test,binding_affinity_test
6ggb,test,binding_affinity_test
6ggf,test,binding_affinity_test
6gji,val,binding_affinity_val
6gjj,val,binding_affinity_val
6gjl,val,binding_affinity_val
6gjm,val,binding_affinity_val
6gjr,val,binding_affinity_val
6gjy,val,binding_affinity_val
6gl9,val,binding_affinity_val
6gla,val,binding_affinity_val
6glb,val,binding_affinity_val
6gnp,test,binding_affinity_test
6gnr,test,binding_affinity_test
6gnw,test,binding_affinity_test
6goo,val,binding_affinity_val
6gr7,test,binding_affinity_test
6grp,test,binding_affinity_test
6gzd,val,binding_affinity_val
6gzh,val,binding_affinity_val
6gzm,val,binding_affinity_val
6hd6,test,binding_affinity_test
6hgr,test,binding_affinity_test
6hgs,test,binding_affinity_test
6hhr,test,binding_affinity_test
6hk3,val,binding_affinity_val
6hk4,val,binding_affinity_val
6hoq,val,binding_affinity_val
6hoy,test,binding_affinity_test
6i61,val,binding_affinity_val
6i62,val,binding_affinity_val
6i63,val,binding_affinity_val
6i64,val,binding_affinity_val
6i65,val,binding_affinity_val
6i66,val,binding_affinity_val
6i67,val,binding_affinity_val
6i8m,val,binding_affinity_val
6i8t,val,binding_affinity_val
6idg,val,binding_affinity_val
6ift,val,binding_affinity_val
6jof,val,binding_affinity_val
6k3l,test,binding_affinity_test
6mh1,test,binding_affinity_test
6mwe,test,binding_affinity_test
6mxe,test,binding_affinity_test
6n8x,test,binding_affinity_test
6nfh,val,binding_affinity_val
6nfy,test,binding_affinity_test
6nmb,test,binding_affinity_test
6no9,test,binding_affinity_test
6np2,test,binding_affinity_test
6np3,test,binding_affinity_test
6np4,test,binding_affinity_test
6np5,test,binding_affinity_test
6nwk,val,binding_affinity_val
6nwl,val,binding_affinity_val
6o5u,test,binding_affinity_test
6o94,test,binding_affinity_test
6o95,test,binding_affinity_test
6olx,test,binding_affinity_test
6orr,val,binding_affinity_val
6pl1,test,binding_affinity_test
6pve,val,binding_affinity_val
6q54,val,binding_affinity_val
6q60,val,binding_affinity_val
6qas,test,binding_affinity_test
6qau,test,binding_affinity_test
6qav,val,binding_affinity_val
6qe0,val,binding_affinity_val
6qe5,val,binding_affinity_val
6r8l,test,binding_affinity_test
6r8o,test,binding_affinity_test
6r8w,test,binding_affinity_test
6r9u,test,binding_affinity_test
6r9x,test,binding_affinity_test
6rot,test,binding_affinity_test
6s56,test,binding_affinity_test
6s57,test,binding_affinity_test
6sbt,val,binding_affinity_val
